New MrsP    Original MrsP    MSRP    FIFONP-JAVA    FIFOP-JAVA    FIFONP-C    FIFOP-C
12342    9870    6535    11595    70586    2064696    456054
9873    7611    5382    9109    39754    1555870    461634
12941    9885    6679    11923    53186    2074382    454503
10170    7919    5637    9000    43219    1564764    442553
9721    8111    5693    9326    41180    1546905    455409
12335    9479    6481    11476    52356    2063728    457872
12353    9484    6476    11428    52103    2103862    494986
9372    7336    4994    8667    66006    1594607    429413
11883    9383    6020    11025    73950    2154714    474509
9420    7427    4742    8618    51003    1533948    466455
11925    9444    6315    11024    50723    2081449    470724
9341    7639    4938    8869    38233    1598127    429502
9221    7419    5041    8818    51369    1563217    474499
9654    7427    4881    8894    50900    1563866    468826
9271    7143    4789    8536    38203    1608388    429878
19427    9415    6192    11193    63166    2122485    458641
11620    9047    5812    11060    50129    2129036    484753
9052    7141    4915    8607    38379    1581145    437568
11780    9187    5985    11139    50838    2107641    498106
23060    8568    5536    9011    39459    1586438    468783
12446    9472    6263    11202    50823    2120448    474648
9556    7273    5076    8827    38881    1610424    444731
9848    7408    5185    8898    47075    1573203    438534
9284    7254    4914    8523    38531    1575932    468816
11949    9643    6407    11327    51242    2344841    434036
10689    7798    6632    9605    40948    1580534    481671
9756    7342    5141    8763    38597    1542587    471794
9648    7496    5067    8626    38711    1572149    458276
11892    9388    6251    11146    76007    2088470    433061
12176    9640    6342    11357    64219    2150178    445437
12862    9919    6669    11887    52133    2227699    486412
10974    7801    5528    9426    39972    1638611    430467
10417    7444    5054    8762    52090    1553096    441424
10201    8231    5195    9256    39618    1583648    465206
9127    7240    4888    8465    38382    1609141    430602
9111    7572    5073    16576    56210    1551272    471119
12121    9121    6301    11069    66243    2103482    480779
10181    7722    5403    8950    39089    1575471    461554
9502    7294    4877    8781    38464    1577794    486600
9738    7546    5062    8821    38993    1698963    486669
9866    7510    5030    9006    39047    1634450    430603
9273    7380    4957    8721    39114    1546425    474286
12069    9280    6176    11160    54123    2071048    467494
12355    9533    6397    24014    51001    2088526    473674
9678    7553    5038    21400    38482    1603466    429118
9629    7429    4972    21062    72848    1570971    465717
9455    7376    5141    21243    38081    1575718    465215
9028    7266    4925    8619    38153    1604002    430028
11801    9673    13996    11599    64286    2069190    431150
9277    7444    4941    8797    51884    1562278    469640
11570    9348    18423    10714    50582    2093115    470612
12642    9492    6254    23830    51912    2073901    472117
12223    9526    6405    23551    50998    2121330    430440
9119    7254    12701    8864    51480    1561053    473131
6843    5242    3675    6151    38663    1037000    464642
8971    7152    4843    8493    38283    1601412    430555
12319    9686    6143    24063    51005    2100003    440618
11845    8918    6017    10926    50485    2179697    555785
11948    9340    6282    10979    50564    2085621    536601
9272    7375    4940    8676    38409    1675889    439186
9156    7172    4876    8678    38344    1566559    439030
9210    7161    4756    8462    38166    1575917    472589
9239    7244    5010    8698    42238    1603942    459976
21870    7211    4883    8596    38371    1534033    472864
11733    9265    6040    10991    51618    2272698    431815
9179    7294    4947    8663    38391    1574747    429616
9323    7495    4890    8669    59797    1569464    472380
12295    9435    6257    11402    85761    2143153    466391
9194    7245    4926    8775    38296    1598663    430500
18319    24322    4906    8735    51617    1576470    472037
9439    7130    4855    8739    38313    1539318    495898
9298    7093    4762    8496    38138    1619481    430721
37551    9763    6172    11359    52494    2116819    503160
10163    7876    5361    9141    53633    1593422    474508
12436    9781    6625    11489    51307    2125734    443114
9076    7313    4818    8647    52205    1603948    473021
9401    7534    5278    8827    38491    1562583    472039
9263    7264    4738    8632    38116    1599833    444782
9964    7496    4753    8837    38647    1617436    473104
9454    7361    5624    8618    38914    1568083    467940
8851    7126    4672    8442    38046    1608409    431946
11678    9278    6330    11190    51414    2145265    487887
9414    7359    4921    8756    43629    1565948    477660
10045    7536    5083    8797    38807    1570304    471018
12656    9790    6736    11802    52512    2186919    440192
11191    8289    5719    9656    53706    1566705    472899
26030    9391    6286    23588    50717    2118977    476121
9795    7704    5364    9095    39253    1580865    430660
9108    7329    4891    8512    38580    1579536    463743
9437    7292    5100    8664    39021    1567515    471537
9543    7545    5231    8535    38557    1595132    444012
9398    7321    5084    8479    39094    1603498    438626
9193    7207    4820    8444    38576    1572038    454868
9700    7830    5451    9071    40297    1682209    449625
9755    7673    5323    9103    39545    1663949    503358
9505    7251    4857    8603    38637    1567386    457726
9215    7360    4948    8573    38283    1681011    430490
22224    7218    4900    8482    38575    1676031    439213
9273    7257    4976    8743    38454    1636676    430006
11533    9463    6178    10931    50495    2139893    430041
39157    7685    5108    8842    52194    1683991    475634
9332    7183    4743    8610    38625    1667131    430185
9356    7206    4683    8476    74333    1582311    460734
9294    7234    4846    8476    38364    1565022    472454
11860    9343    6165    11025    50850    2179290    433077
9850    7492    5201    9230    39445    1613030    457186
9846    7566    5218    21432    38930    1571164    466602
9049    7364    4918    8665    53143    1654126    432912
10235    33476    5942    9752    39859    1584604    467367
9100    7215    4814    8538    38453    1573495    478740
9367    7661    5411    9233    39348    1615917    430288
31422    7577    4971    8896    39459    1577656    478301
7044    5258    3645    6026    25991    1060888    443037
9024    7114    4804    8433    38368    1609038    459103
9661    7528    5384    21250    40778    1564302    473639
13057    9400    6385    11417    52413    2113496    466389
9229    7754    5069    8819    38870    1605284    430326
8998    7248    4891    8806    61772    1588743    476005
12291    10393    6486    11668    52311    2112232    506864
10088    8535    5359    9438    53712    1642615    429257
9286    7295    4915    8666    74365    1625410    478130
9319    7215    4701    8608    38111    1536524    472211
11879    9287    6116    10979    50807    2134420    475403
11754    9143    5888    10890    54059    2131911    430332
9275    7311    4868    8578    73661    1538660    528261
11941    9239    6207    11124    50750    2170276    471628
9101    7209    4844    8523    39539    1601829    429775
9158    7326    4966    8665    89897    1585751    482504
12640    9448    6502    11479    50745    2111432    466884
10002    7744    5357    9132    40042    1607828    445298
12050    9466    6207    11111    50847    2143465    430782
32085    8490    5205    9737    40102    1579053    473563
9551    7296    4880    8602    38510    1569298    469885
9981    7584    5451    8880    39826    1599636    430974
11918    9235    6094    10962    86532    2112240    458931
9844    20006    5006    8542    38824    1564420    472112
11711    9312    6210    11075    50515    2289592    590583
12530    9913    6648    12318    65131    2163282    471980
6830    5101    3579    6056    25864    1056066    446307
11553    9237    6027    10984    50699    2164259    430194
9553    20002    4904    8686    38371    1598004    466308
9025    7252    4811    8564    38188    1598554    464880
11397    9060    6113    10931    50227    2131010    447641
9594    7577    5038    9004    47677    1670478    469905
11846    9221    6077    11346    52614    2098891    473913
12002    9117    6129    11146    50815    2119441    471379
9369    7297    4941    8642    38425    1601657    430425
10250    7465    17587    8675    38661    1567613    439199
9354    7290    4943    8664    38341    1611891    467061
9259    7246    4943    8733    53170    1587013    484576
11938    9681    6501    11312    78732    2154137    478364
10367    8357    5663    9784    39699    1540776    474985
9480    7366    4865    8821    38685    1596294    432842
9940    34100    5688    10250    41195    1550998    469100
6370    5073    3496    5972    25718    1032500    475197
9560    7492    5004    8807    38323    1609773    433117
9442    7343    5091    8781    38715    1576093    439577
9453    7353    5115    8768    38480    1566842    466133
9223    7332    4887    8603    38350    1583546    431129
9538    7386    5501    8638    38719    1612790    473210
9510    7394    4915    8669    38432    1565384    475569
9514    7664    4957    8545    38735    1609849    447923
10453    8094    5688    9364    39881    1623353    473699
10449    8030    5401    9136    44462    1576206    468702
9267    7185    4936    8785    38384    1611624    434375
9412    7789    5376    8954    62982    1605921    462105
9833    7630    5132    8907    39679    1546820    454657
9728    7353    5307    8856    39384    1564282    442529
9892    7572    5335    8751    39598    1560823    451985
9649    7419    5038    8668    39355    1559070    449872
7092    5254    3664    6127    26804    1029040    472362
9407    7335    4872    8654    38531    1623990    524500
9595    7283    4946    8767    38903    1668424    469045
11889    9527    6274    11523    66275    2262831    431127
33213    9583    6295    11337    63593    2099157    459881
25408    8973    6042    11012    50656    2086237    503473
9360    7159    4975    8519    38457    1565372    469668
9483    7344    4891    8641    38443    1609258    430871
9247    7119    19150    28727    38271    1628322    438579
9237    7128    4640    8356    38044    1566300    482358
9623    7237    4950    8782    51080    1671939    456644
11812    21937    6116    11064    50884    2098840    440239
9481    7697    4954    9220    39325    1565711    459300
11938    9363    6201    11390    50691    2099650    499482
9206    7117    4745    8384    38291    1624575    511022
12716    10165    6909    11621    53332    2106376    477737
9991    7425    5049    9695    39236    1578810    476766
7193    5536    3875    6264    26568    1111058    473824
12075    9496    6390    11451    51166    2104148    467195
11678    9279    6121    10898    50665    2099131    473539
9863    7410    5234    8961    39066    1611202    430478
9688    7294    5241    30695    72557    1588627    466626
9299    7438    5233    8768    38628    1571123    465644
12070    9278    6866    11416    51047    2134023    432362
9178    7423    5010    8549    65851    1584292    475051
10089    7674    5273    9341    41028    1612663    533564
21601    13452    8981    18394    105333    2231110    482618
12753    9643    6390    11330    51063    2150877    474947
9255    7375    5091    8789    38511    1575115    430046
9204    7292    4943    8512    39108    1583497    429421
30526    7461    4935    8660    50990    1535062    500500
36273    7167    4899    8527    38412    1565132    469082
9402    7233    4855    8647    38528    1718361    440398
11921    9421    6409    11106    55173    2103740    472776
9395    7349    4950    8784    38406    1534330    499900
9272    7283    4965    8653    38439    1623504    448053
10665    8475    6007    9469    40673    1557216    463245
12151    9246    6563    11219    50996    2110583    490507
10239    8229    5771    10075    40756    1616136    443958
9021    7379    4949    8735    38500    1600626    472456
9247    7175    4968    8460    38153    1566615    475041
12172    9334    6479    11190    51106    2103319    465691
8950    7351    4864    8557    38139    1601457    429478
11480    31352    6453    11256    51626    2146412    505931
12177    9817    6795    11742    64090    2140794    500442
9692    7364    4958    8751    40354    1630950    443692
10283    7758    4959    9575    64994    1549178    473054
11809    9359    6030    11190    50934    2095649    439665
9369    7229    4905    8703    38263    1565879    439423
9094    7235    4806    8527    38161    1636197    430117
11627    9193    6003    10932    50537    2168681    430627
9283    7193    4766    8496    38222    1572479    439156
11842    9401    6232    23489    50436    2129451    470830
9441    7205    4922    8811    42881    1562205    511260
9407    7191    4858    8485    65186    1577819    458540
11650    9275    6018    10953    50328    2093012    472607
9293    7237    4816    8480    38443    1706594    478955
9268    7577    13491    8835    39730    1582533    474083
9298    7262    5060    8757    39111    1562529    476764
9761    7494    4916    21284    39983    1628572    430377
9612    7445    5063    16547    39034    1561535    472266
11704    9434    6076    11215    50953    2101471    477549
12102    9282    6521    11140    51019    2105103    439475
9277    7324    5255    8707    39689    1579578    429905
9184    7388    4939    8691    38462    1611610    461822
9890    7514    4909    21345    38824    1635731    558786
13098    10187    6823    12162    52791    2110265    475737
10163    7849    5510    9260    39212    1542879    475202
9478    7360    5066    8988    38805    1599405    432383
12464    9668    6674    11984    64912    2107579    471186
6779    5163    3584    6051    25868    1037370    481443
12038    9288    6032    10975    50772    2142341    431231
9429    7618    5397    8912    39028    1600770    462389
12042    9355    6057    11256    56297    2122097    469948
9406    7557    5432    8886    38669    1566497    465898
11655    9386    6206    11124    50637    2129631    445261
10438    7576    5016    9111    40383    1633907    470950
12094    9979    6289    11671    64714    2117875    476855
9999    7519    5131    8956    38842    1654575    486346
9106    14971    4924    25560    39207    1610528    471330
9470    7103    4928    8538    38320    1646207    472025
9473    7241    4927    8574    38723    1618786    438576
11843    9230    6015    11059    50656    2097370    472191
6901    5239    3687    6140    26105    1064341    472625
8936    7310    4682    8319    38296    1630304    459572
9680    7297    5041    8742    52040    1570347    471493
12041    9222    6193    11235    50734    2105346    495704
11702    9580    20257    11445    52455    2235267    442554
39315    10214    7104    12145    52959    2082637    444445
9456    7208    4877    8629    38984    1546793    480268
9902    7380    5405    9268    38526    1567285    473111
12041    9316    6123    11027    50736    2133956    445848
9695    7619    5281    8797    40028    1581807    467128
9221    7056    4836    8428    37997    1572336    467298
9584    7201    5060    8645    38879    1607565    444553
11693    9383    6109    11077    52149    2226751    511296
9845    7874    5354    9146    40034    1661338    472551
10266    8115    5499    9307    67575    1620384    459034
12834    10014    6587    11901    53716    2065193    457044
10199    7491    5147    8998    39568    1569883    461291
12843    9709    6727    11888    52349    2071002    441777
11859    9493    6299    11418    51877    2331129    444782
12810    9780    6806    12027    51649    2077260    481920
12294    9468    6593    11313    51395    2110343    472696
12221    9251    6356    11647    51908    2113544    431098
9095    7321    5074    8712    38568    1623375    462003
10200    7818    17677    9280    39446    1563811    467368
10341    7793    5205    9151    40093    1597992    450177
10632    8465    5392    9201    40811    1706829    505983
10358    7816    19799    9273    41168    1741467    442275
12288    9715    6181    11411    64911    2066034    443793
12428    10147    6586    11778    53116    2062816    455204
14003    7480    5081    8729    39313    1554984    456949
9569    7747    5294    8801    39558    1547929    485617
9669    7302    4994    8527    39092    1614813    448875
9291    7586    5111    8857    39870    1599271    475244
9710    7245    4974    8437    38553    1565907    472487
9264    7242    5017    8513    38469    1663364    466695
9639    7552    19765    8740    54120    1623599    454341
9592    7423    5044    8796    40073    1543276    467274
9741    7544    5077    8879    39484    1556833    440835
