New MrsP    Original MrsP    MSRP    FIFONP-JAVA    FIFOP-JAVA    FIFONP-C    FIFOP-C
9005    7161    4782    16111    39081    1541941    454391
9561    7256    4751    8588    39183    1541499    455869
9620    7213    4840    8582    39678    1543727    448279
11917    9505    6232    11270    53365    2057366    452440
9482    7411    4840    8735    39344    1556894    440966
9372    7380    12839    8833    39290    1541711    454654
9493    7293    4793    8645    38747    1544202    500258
9360    7211    4928    8628    38338    1595306    445633
12147    9437    6117    11324    50939    2169044    431430
9339    9659    6952    13554    40221    1606656    472162
9216    7282    4917    8483    38092    1568959    470698
11814    9227    6163    11184    54758    2109349    430552
9134    7380    4904    8599    38164    1589718    455841
9786    19907    4882    8591    38265    1562270    473843
11733    9366    5953    10978    50830    2066314    466961
11782    9172    6039    10955    53090    2093402    472979
12065    9290    6116    23366    50344    2068704    471328
9487    7265    4816    8575    38211    1648197    461522
13692    10477    7101    12777    53928    2105060    444293
10408    16009    6013    9491    40146    1549664    453454
9920    7524    5522    9026    39644    1562325    453089
10270    7658    5657    9428    39979    1562338    447246
9767    7448    5454    9167    40387    1567843    460678
12634    9432    6502    11620    52483    2076398    474912
11451    9279    5819    10864    46017    1608429    460960
13100    10359    6929    12006    54202    2145864    458071
10356    8109    5907    9596    40761    1560795    458390
9557    7673    5071    9049    39509    1563056    476053
10368    7858    5996    9641    40228    1559765    460753
9775    7658    5130    9019    40021    1563565    450549
10116    15804    5542    9248    39455    1567506    469117
13096    10174    7076    12154    57712    2084150    473825
12078    9534    6601    11046    50513    2102442    468375
12073    9394    6064    11316    51281    2082184    474789
9794    7271    5207    8809    38592    1577807    433102
19509    26674    6494    11754    52452    2119982    468771
12670    10422    6532    11699    52984    2168077    474499
9944    7585    5157    9228    39466    1615368    443961
9259    7040    4767    8423    37995    1633417    465956
9235    7169    4847    8540    38142    1676241    443910
9749    7653    19403    9108    52098    1683888    430990
9661    7518    5202    9027    65009    1547252    458678
9862    7373    17336    8687    38388    1582055    483045
10149    7810    5486    9197    40604    1580309    430216
11797    9276    6221    11027    50377    2108251    432835
9716    7922    5556    34617    48621    1556335    471856
9185    7183    4743    8473    38143    1567752    475607
9709    7319    5018    8755    38780    1613604    458805
9292    7320    4807    8487    68408    1585620    455769
9282    20385    5042    8692    38899    1584584    478921
13320    24618    6867    13350    54977    2151266    446332
9279    7382    5201    8801    38977    1569632    454420
9545    7441    4978    9202    39106    1560889    457948
9962    7993    5422    9088    40026    1543844    452472
12096    9517    6287    11203    52075    2069377    455177
9563    7435    5089    9092    39513    1559132    441663
9682    15323    5439    8733    39792    1581334    470756
9682    7439    4972    8877    39391    1615482    516034
13207    10217    6811    11907    64813    2138169    459697
9678    7294    5076    8961    40156    1558794    476024
12507    9839    6260    11478    64347    2106305    518279
14870    11418    7345    13848    77708    1746951    474437
12740    9813    6431    11677    51913    2122113    476096
9466    7299    4982    8789    38833    1593860    444345
9630    7282    5087    8803    39318    1653107    449913
9499    7351    4958    8671    39483    1543935    449595
9366    7129    4817    8657    39183    1542499    451619
11895    9514    6310    11393    52011    2062182    472996
9929    7454    5033    9101    39768    1571570    481756
19468    13760    7862    24835    52563    2104990    472184
12307    9569    6361    11450    67588    2138978    495094
11482    8355    5330    10405    41047    1595049    430039
16847    7498    4933    8760    51641    1565419    474030
9649    7820    5013    8836    39588    1579688    469698
9380    7330    5145    8712    50820    1646515    431349
9806    7530    5290    8820    41095    1575789    470713
10385    7970    4993    9712    39948    1603976    460251
12531    9812    6372    11385    52408    2122791    441445
11925    9367    6201    11434    60684    2059819    440845
9442    7320    4990    8802    49188    1557890    452211
12773    9820    6420    11760    53310    2059396    453810
12356    9523    6259    11466    51964    2095802    472811
9396    7279    4806    8599    38170    1568122    469436
11879    9215    6107    10983    51150    2145450    430058
9204    7513    4880    8901    38544    1602077    460557
9522    20244    4842    8601    38123    1623303    483456
9199    7122    4747    8439    38260    1649067    429852
11788    23288    13835    11373    64007    2099739    460026
9322    7272    4885    8722    51167    1560189    469283
9247    7339    4708    8561    38262    1655690    475124
9893    7754    5310    8854    42146    1601494    467291
9206    7432    4980    8829    39267    1574883    495846
9318    7538    5028    8782    39688    1653910    429656
12300    9475    6402    11514    64874    2096022    460816
9581    7404    5034    8768    39301    1577453    472462
9849    7403    5343    8666    51069    1628605    430148
9419    7531    5094    8875    48737    1572182    500892
9648    7526    5154    8903    39092    1591618    472746
9685    7493    5105    8991    51390    1650917    469653
10324    7918    5484    9205    40296    1567042    476692
9867    7716    5446    9362    40105    1547674    455838
9924    7694    5049    9020    39266    1566671    445665
9785    7750    5324    9248    48618    1558280    454446
9646    7293    4906    8736    39343    1549884    458788
12366    9696    6288    11348    52372    2223567    443249
12540    9631    6549    11401    51880    2071106    441092
9446    8638    4987    8933    40354    1562759    457479
12654    9754    6669    11638    52540    2108228    470088
9131    7372    5065    8777    51188    1574534    468012
11867    9686    6611    11839    65086    2196998    431098
15803    8791    5174    9239    57628    1650410    474195
9483    7327    4802    8694    38411    1666261    508746
10166    7902    17761    9165    39214    1584877    468892
9335    7323    4843    8664    38295    1564466    469920
9363    7282    4963    8849    40259    1685909    430871
12446    10123    6403    12433    65190    2099966    440005
9525    7317    4896    8661    38336    1567194    467827
8924    7134    4715    8408    38191    1605782    429961
8846    7151    4739    8551    38360    1572232    430342
12340    9678    6356    11447    64021    2103199    467478
11567    9098    5970    10930    50493    2064014    534267
11863    9111    6147    11090    51060    2102561    474369
9352    7287    4962    8562    38416    1610134    430066
9209    7193    4869    8603    39105    1606312    439207
9198    7235    4779    8564    38366    1591953    469255
11916    9312    6151    11126    50620    2108820    501875
11978    9252    5988    11041    50601    2104351    430285
9007    7067    4673    8351    38143    1699151    472373
31698    7245    4814    8740    39073    1575482    471867
9308    7259    4810    8760    38406    1564867    444250
9146    7233    4801    8539    42333    1576508    454564
11725    9138    6159    10966    50513    2064536    459964
12247    21651    6096    11036    50639    2146932    487966
11535    8784    5947    9723    40722    1613712    443715
9556    7451    5042    8963    39446    1587004    469451
9632    7525    5114    8793    65782    1611813    455360
10237    7941    5325    9352    40358    1577824    472544
9752    7383    4931    8709    39418    1589871    473544
10079    7658    5256    8849    52061    1641245    467473
12382    9600    6416    11529    63522    2096609    472070
10431    7815    4959    9607    41284    1580187    471013
9494    7478    5116    8957    39673    1585231    453754
12695    9859    6823    11766    53262    2214902    485661
10593    7925    5908    9419    40914    1576416    469034
9403    7398    4942    8723    51574    1610123    506809
11436    8084    5588    9603    41764    1575137    453440
12137    9346    6332    11178    51832    2062170    454496
9497    7390    5033    8844    39376    1553580    441616
9617    7765    5367    9082    40142    1553633    439745
9481    7362    5107    8781    39192    1548796    475207
10149    7611    5087    9102    43848    1594518    470790
12319    9491    6331    11190    64267    2186346    430339
16746    7707    5096    8952    40237    1586002    482891
10041    7606    5064    9069    52264    1580412    475436
12708    10172    6487    12367    66319    2241290    461564
12876    9893    6661    12034    53282    2122364    465587
13488    10383    7039    12087    53769    2087188    460749
10022    7668    5073    9071    40148    1573653    444024
12726    9898    6770    12368    52698    2090898    444165
9467    7270    4981    8894    48806    1593604    475229
12966    9825    6808    11715    52694    2083182    504142
13500    10045    6380    12926    66518    2084109    471205
13815    10088    6737    24881    86028    2204336    467501
10723    8211    5585    9678    40906    1605170    481336
10351    8326    5588    21630    41809    1610402    460723
13866    10137    6404    12808    65718    2104788    443930
9737    7529    5089    9040    39560    1625220    467435
12278    9966    6689    11777    64634    2099085    447666
9679    7595    5103    9060    79425    1552690    472666
9866    7467    5234    26299    39719    1581711    440573
10267    7942    5502    9115    40121    1667688    430819
9940    7585    5205    9034    39572    1587865    475285
9846    7490    5209    8929    51342    1567599    472963
9790    7550    5116    9002    39613    1622141    459886
12249    9755    6548    11656    65039    2099170    491510
9925    7616    5228    9057    51968    1681235    464525
12393    9877    6426    11506    51448    2190855    475698
9647    7425    5108    8789    38682    1585549    441554
9092    7112    4866    8479    38089    1576998    439208
6353    5177    3583    6099    26131    1076531    440136
12127    9210    6295    11187    50860    2085147    469921
23609    19791    4995    8877    38308    1599457    476815
11819    9327    6055    11076    50638    2090303    431450
9112    7087    4887    8661    38701    1597223    518366
12097    21836    6096    11195    65439    2209446    488585
13248    10189    7126    11993    53509    2137862    446156
9497    7363    4997    8750    51628    1631455    498958
13333    10244    7350    20829    61586    2086914    453728
12120    10180    6612    11682    57597    2079692    481230
10592    7752    5441    9198    52470    1614218    444316
12006    22871    6547    11632    51784    2134480    452745
10083    7773    5259    8960    40773    1546070    455888
9231    7367    4972    8786    39398    1569246    457138
10618    8118    5610    9816    40730    1572855    447055
12417    9720    6456    11592    53144    2076328    451747
11116    9076    6151    9067    54498    1597950    443744
11021    9622    5079    10496    55372    1547212    459645
13394    10820    7474    12693    72328    2084466    464001
9914    8610    6363    10118    55013    1561015    443224
9307    8686    6278    8784    54295    1672463    483957
10550    8546    6288    8674    53715    1582923    488131
13112    10784    8156    15840    69191    2215811    433452
36459    7613    6353    22263    55586    1580587    447477
9116    8454    6015    9856    55535    1617027    469145
9998    8631    6157    8574    53733    1686058    484888
8253    5205    4700    7114    49403    1078641    442879
10663    8566    5164    9707    91378    1596435    480995
11389    9412    5722    10685    65502    1566711    474576
13036    10768    20807    10974    69024    2228811    471436
12379    10937    8920    13370    83700    2103803    470643
11231    8506    5017    21887    53057    1589239    474213
11194    9056    5262    10311    68988    1604701    482255
11293    7805    6287    10257    65771    1538612    474941
9659    8753    6134    9957    65062    1621836    435154
9783    9232    6664    9021    68560    1540674    471917
10599    8597    6363    8861    433230    1570562    479924
11193    8936    5447    10201    54109    1588954    476027
10945    7617    6169    10014    64399    1665474    501274
13911    10892    6432    12672    71315    2256761    451308
10234    8291    5982    8685    55803    1689973    482161
10701    8447    4926    10672    52794    1552995    481002
10376    8219    4750    9847    51447    1606650    445251
13298    10583    6350    12152    79751    2087642    432669
12316    10737    7474    25583    71972    2152753    477380
13275    10493    7432    12438    70213    2112973    444070
10246    7228    6103    9783    52649    1684745    435718
32979    9446    6119    9881    54491    1661287    501332
11028    10116    7485    9876    57440    1635601    432698
10908    8519    6096    8749    66907    1573396    483538
13456    15297    7565    12833    71393    2092482    478142
13561    10867    18797    12294    70342    2140058    447350
12498    11027    7561    14340    108712    2122875    465916
10626    8574    5239    9967    82211    1620250    476683
11431    7846    6490    10076    66498    1614133    471081
13266    10733    6391    12417    81555    2126735    523793
15937    11852    8438    13086    559027    1633623    517473
14194    11193    7519    12641    80863    2125269    434924
13675    10802    7387    11394    84100    2131878    444745
9477    8444    6198    9895    52942    1620356    510990
12552    10330    7203    12118    70411    2142632    433814
36016    9123    5094    10089    65248    1607919    481829
10678    7200    5937    9775    51534    1543083    474971
9176    8164    6530    9667    53910    1587480    446586
24270    10755    7079    12133    70656    2089923    483889
10609    8507    4987    9944    53572    1575169    486528
13021    10517    7379    12535    70026    2198343    433908
9301    17270    23366    10180    65807    1543646    478470
11962    10402    7350    12134    68151    2078845    476310
14206    10495    7121    12318    68878    2103246    479621
10310    7141    6994    9662    52148    1602544    433130
13395    9643    7533    12634    82506    2107282    445628
10714    8936    5989    9319    55101    1648401    441580
10951    8394    4931    9707    53689    1633269    432794
10783    7558    6343    10028    52761    1558612    480081
10622    7266    5988    9622    315998    1629576    443878
9167    8445    5847    9558    88427    1611351    442263
11835    8843    5945    9327    54042    1616692    432529
12836    11040    30334    13205    81288    2080956    467968
10755    7388    6125    9879    65922    1543743    502267
9138    8478    6236    9708    52064    1636891    434017
12583    10546    7492    12436    97750    2095543    446916
10594    8590    4941    9787    66424    1605984    515857
12960    10419    7433    11230    70443    2109098    435167
13161    9175    7271    12499    71240    2165555    434885
10715    8958    35017    9078    67503    1540875    476316
10452    8347    4906    9782    52520    1543038    476355
10418    7537    6597    10002    52040    1606931    432779
6542    6314    5023    14389    54834    1099782    502516
9480    8288    7308    10114    66958    1583728    432515
12459    11316    7540    12560    84612    2118512    472605
11096    8789    5117    10058    66642    1570701    471861
12979    10569    8326    24871    68023    2122093    436616
13728    10179    7761    12831    95025    2128306    472044
10638    8719    6117    8831    65374    1589677    444647
13386    10741    20053    13344    387063    2141331    482888
11055    7696    7206    10322    64692    1650846    455668
10755    9338    6676    10324    75394    1612325    481390
9794    8905    6311    21399    54470    1569337    476337
11260    8373    5095    9509    68134    1718751    482765
11922    9363    5605    23232    54381    1570853    476428
13760    11084    9011    11829    97235    2155301    499287
10399    9255    7034    11226    68253    1571800    477999
10688    8892    6659    8912    66975    1600659    474692
11032    9558    5140    9955    55651    1590496    471898
14234    11375    20339    12602    71156    2105113    480646
11077    7422    6617    10129    67091    1618400    461349
12395    11029    19808    12369    71970    2117258    491361
13800    11129    7619    12988    77822    2188698    481355
13866    11189    7596    11542    71470    2276436    488687
14404    10219    8529    14524    87179    2103146    459499
11081    9611    6681    8982    53942    1557651    459022
11248    9153    5262    10475    57121    1562040    453434
10868    7564    5945    10303    54423    1560388    454265
11016    7707    6365    10216    54841    1548884    459049
12961    10774    7790    13012    401596    2138970    473470
11044    9005    5803    10147    66223    1601694    432397
11301    8780    5123    22405    87283    1582935    485006
11175    7699    6765    10212    66583    1629261    449890
10792    7364    6179    9989    52228    1639264    470345
8984    8322    5873    9752    52728    1579218    442527
12852    11099    8578    13780    68555    2082851    536519
10585    9287    4953    9851    52519    1615685    460936
10400    7389    20187    9861    53326    1531469    476845
12792    9200    7115    12186    69991    2124408    441191
11147    8407    6067    8771    53875    1597203    432871
11429    8471    4950    9813    66101    1587788    473065
10536    7200    6123    10394    51110    1562655    471613
13067    10692    6161    12131    73687    2172166    488005
10263    8503    6131    8803    66842    1563340    476234
10494    8353    4936    9810    53410    1564780    472509
10590    8567    4971    10012    64857    1628848    493934
14083    11732    19526    12932    70863    2110920    475656
9524    8807    6855    8895    65441    1624089    530350
13953    11348    8293    13197    88429    2103781    469737
13471    10688    7665    12973    351373    2155374    436665
14230    9944    7854    13202    84842    2107260    478425
13784    10833    7642    12681    83568    2130954    477975
11083    8917    5097    10257    65655    1612796    432822
13226    19257    7742    11338    84108    2127666    473755
9552    8773    6291    10188    66897    1627731    505074
17048    12203    8866    14800    84830    2138069    520534
16053    11675    8849    13617    84928    2110253    497606
13521    10800    6374    12579    82578    2227393    451215
14328    21037    11937    18631    73354    2178123    479009
13497    10702    7522    12629    83856    2083452    474064
10948    7700    6240    22530    56379    1654173    434417
13700    9885    7782    13457    81932    2104475    486365
27522    10197    7968    9062    249905    1588131    479403
13547    24673    5786    11324    59503    1578016    470363
11153    7525    6183    23890    52028    1694722    480297
9563    8557    6139    21986    51342    1557783    452034
11844    10540    8527    12343    69513    2062587    457910
10832    8635    4774    9754    55097    1561074    442971
13225    10803    17400    12773    419422    2090786    454979
13571    9711    7555    12609    72004    2143672    436131
11798    9235    18608    9030    98512    1579109    471070
13111    23066    7371    12387    69618    2044396    475631
13180    10577    18633    11947    70887    2081443    476092
9557    8732    6043    21141    52682    1614717    470276
10737    8839    6227    21772    54381    1571259    442822
13124    10696    19860    13039    68731    2120606    477800
10693    7399    6081    22307    52309    1612886    469814
9506    8687    6838    22156    52653    1566723    442939
10454    8426    6210    21106    52890    1577008    433542
10661    8785    4939    22248    79609    1578617    477621
11357    8743    4951    23307    54412    1540424    474542
10844    7400    5899    22298    52953    1587104    432784
9743    8804    47327    11036    65901    1566538    495565
10538    8634    6196    20833    53080    1590082    446212
11926    8827    5025    22248    52898    1643693    509765
10707    8620    4919    9895    53005    1544343    478455
13121    10425    6349    11874    70038    2110967    448493
11911    10432    7323    12337    80111    2084909    432705
30254    11019    326595    13282    68656    2087686    478522
11095    7393    6025    9812    51832    1701016    482465
13268    9356    7158    12308    70600    2084084    481258
40998    26105    22194    28308    113504    2141669    434637
12733    11426    7232    12076    77857    2152776    443130
13221    10779    6282    12446    82622    2119539    512382
7652    6302    3552    7282    35050    1117613    434943
11966    9326    20577    29951    78033    1703490    480082
11979    9378    5815    10512    54976    1625486    433158
14298    10782    9086    24057    68967    2144177    471618
9662    9676    6357    10337    65681    1581664    468366
12915    10823    7535    13570    85107    2156382    436166
18888    9777    5409    10025    67554    1596407    470650
10701    7454    6104    10950    64647    1609275    432884
10583    7694    6761    10142    88021    1606090    465079
9339    8444    6660    8949    54593    1585712    484383

