New MrsP    Original MrsP    MSRP    FIFONP-JAVA    FIFOP-JAVA    FIFONP-C    FIFOP-C
16807948    129745    145495    8553590    6802513    1608365521    1935593241
3435840    316185    348287    8928458    6678109    1405004965    1671936300
150541    4536    5808    603781    368860    207391251    387783942
4579969    313310    391826    16641610    8313324    2390600174    2716677271
752143    7260    8512    143013    125131    223064197    527500230
969517    166850    270186    13973622    6515889    3148121701    3013476216
540611    9731    11540    258089    1272226    272312297    1192580008
1260692    725491    836859    11052916    4561300    1331655440    1068224942
6343650    63799    35460    1011336    581185    211206960    388590346
6228266    59582    31983    890261    518462    279897096    615681747
241490    14121    16487    374224    1080213    188967299    1140966972
3566586    285779    376440    8571446    4167541    1485920325    1262215007
6836916    919345    1010758    12949694    9932467    1859756018    2585423347
2609573    441400    401669    13049776    9210069    4063886340    3502792444
146776    176872    199742    12420504    6494837    3363919047    3996305742
100097858    253381    376501    9165709    6794543    1022219225    1046796462
1233849    32766    35817    736963    475512    95397721    163625567
5078635    32283    34570    1026817    637463    181511328    268447801
2968815    184758    174219    10086324    5570643    1341968826    1029649040
56041    62729    69216    13962214    1195179    2506053605    632744980
3479124    160308    155025    11462184    6707623    2478200464    2466149908
2786342    24102    25731    646800    6936831    132411626    2862696774
1475694    10662    10871    288998    180345    219209077    402963734
3153249    23023    24892    747158    452547    213034290    343581718
3276392    24529    26421    676444    430706    299700496    589151005
965782    29249    63388    902811    11972091    179541300    4156956439
5750470    139634    215397    10726335    9849231    1486606787    3018107313
1666407    10257    11974    391788    157825    225074848    459857083
185440    232068    294829    9725897    6438315    1166118544    1437879646
2636416    104196    111952    9553163    2138906    1767047172    790701866
1158377    7212    8096    226944    3691395    243888649    1701548613
1193042    212356    101575    13464148    9765969    2601851582    4191743840
73563    4349    5075    13810939    7609933    2282972423    2137573420
1043341    121110    126062    10264472    8725944    2153128404    3426910141
209838    139403    156575    11726935    8098827    1559348355    1949834872
313626    10852    11762    288902    149869    348837464    1125798609
95319717    180264    203056    6799662    5270458    823668659    904857367
89841648    319997    352419    7555744    5609226    848663026    880472555
2834872    17858    21720    632906    322410    216807915    537660772
4272831    17741    20496    623004    1423983    196975935    632386111
2976141    525879    552258    11013813    8510195    2308568955    3776734141
444164    10551    11622    277219    9700723    251181344    6603910598
60598    173458    150953    9837161    7957461    2222945232    2765153690
4407437    47182    48142    1606979    986321    269609614    543154495
1465126    61646    66035    2570635    1109368    453692635    644342576
1109743    9641    11311    317380    172760    303028274    434467837
127088    176702    195229    10528165    7266380    2337784710    3576075627
1995550    437129    572676    12329591    10324419    1570099806    3137069368
1201044    7817    7960    196958    7657634    172430075    1715469353
3775804    22657    34551    532234    338050    233344952    410022819
3216932    260718    283867    7999173    5310487    1393160924    1859774633
779005    27089    28308    857746    495374    310088576    717369968
90882422    231644    269160    9269639    6015468    1203212798    1040389353
2913126    25359    31057    13012785    1168312    3193927517    611941374
5364423    35182    38855    1062506    553128    298555673    749631514
106299075    321160    398100    11759304    6116246    1571857756    1420094021
148030    10940    14666    8883518    5640668    1426898534    1662686918
975915    231180    272049    8031580    8666089    1153952364    2301418692
3300151    40770    41765    1554741    777730    261441078    462841361
540527    18043    20146    486168    377161    161216552    259300115
2896401    546768    586277    9891948    5498511    1233603829    810790677
3688079    514986    549312    8279328    4682182    1437736632    1014809586
60801    351013    426601    11042325    6276338    2201634689    1904011792
155422    4520    4988    87397    29967    376791662    829706054
668461    333743    392027    9329556    916617    1745479959    445322599
211831    6061    8008    68745    568234    238507780    541417825
91554    300218    286093    9223755    6148285    1841201348    1263760066
4640589    22115    24371    688439    478592    235785444    484858977
860190    8634    10646    8359742    5758557    2268639708    1983401597
3155702    156031    174234    6460818    6228573    828783769    1227731703
3269407    60324    68189    12332613    8416967    2193240517    2508164874
1588708    63275    44224    908611    8075652    210988118    3215490875
1467053    341020    375745    6742448    5603582    1182011529    1207481728
3654293    40259    40921    866837    727719    189168205    496675565
3117261    1095335    1215304    15200195    10707175    2731531548    2846164803
1471598    36409    78753    13323880    7869703    4287408791    3401412892
2288785    15594    18306    384807    232405    195686223    270857002
2561787    40700    43029    1288613    781743    188787887    322581526
3149583    99246    116004    11248298    6946646    2004521486    2166647174
3205913    484031    527029    11920301    7527062    2236225499    2836895432
5249616    27659    30735    885052    475061    229186548    447284474
2890460    269050    257299    13942336    7130104    3286013667    2627301962
837135    434708    589828    9600234    5356658    1604652990    1658615279
2851345    27149    28791    14150130    8383482    5539707308    6118193528
1664931    38933    41157    2576554    1644150    1514445115    805522541
2044299    24076    55883    605625    433577    163486195    383453162
1755724    16730    18850    10009230    891246    2225714978    472558798
94309    28628    30606    811190    604076    250855555    939265527
140692    7533    8726    225032    100228    199918767    387720995
1258335    11897    14935    299204    207535    211868780    339536159
89140    37785    39605    1047290    639045    197976461    387100835
2099705    36431    41232    1104861    624140    215501747    590269287
99944970    233600    266426    10302263    6026946    1084545952    795698656
798365    671684    671805    8492056    6080701    1030717613    1213974760
3836547    269782    324137    6312252    4874036    648555718    600129679
3875428    183483    252435    13944541    7962616    1854484287    1779112731
8127275    60332    42979    1137562    793603    260115564    576093211
4293702    471079    574983    10449115    6229840    1785956905    1246833084
1987983    396777    472265    10706789    7213414    1793953764    1797476254
443116    6846    8164    211328    78314    253124215    327659949
1190422    16322    16681    497055    314268    317878467    645426213
130950    4350    4840    31063    41254    206422621    382028135
471480    15254    17458    354686    212593    117451949    203075971
2343755    41501    56525    1362286    786434    300090207    770053561
111783    3788    4518    27598    23652    235805014    567167348
4706069    325597    403495    14585564    6413365    1783875232    1235540985
1027910    68237    108052    20139114    2020512    9235025766    2228336635
1895863    32358    34526    4035079    1330961    1119051844    1019784184
767456    30567    36677    1034341    499064    164797945    324541593
230171    6949    8037    88816    1702353    149807654    940841843
3552369    253690    353133    6855964    6171784    841131263    1288795040
618682    7396    9459    1957506    805907    363984930    624050701
951787    12262    13128    244377    145094    201375406    396157223
3605668    128887    146415    10550416    6697597    1637043392    1446667024
1806035    152811    214522    8655921    6757124    1232438936    1741928526
2772039    267764    298652    8696332    5119656    1273677751    1442902766
1683702    16013    17258    689723    443702    394169853    789248131
5541246    25593    26817    655518    517930    250333742    546364714
3004180    322370    388960    9540804    7500589    1485373043    1914228235
118664985    349731    346168    9387125    4591173    1153749454    888219249
3873963    167409    39450    10505498    6308936    1977890791    1870771128
5820302    36596    27490    552899    375142    170568587    334500359
393539    200715    154026    10883017    8322330    3102774155    4135040877
99488    23398    24533    839452    509647    385560419    617266283
3645980    169553    261043    6272574    4993973    1120216977    1545687130
7804687    406004    451104    9452467    7213538    1303569435    1895127852
67965    6588    8888    173521    101476    213850965    349279548
22835691    379620    384210    11845628    8423875    2014770843    2548107561
934875    11672    15960    14386394    899877    2081791204    513739598
679935    7438    8654    104806    68686    355008937    577804238
131892    42487    43488    18062785    14273469    4593930051    5492778122
5503690    408082    428470    10028598    7284397    1296794316    1382262896
3418668    170494    209444    11458193    7131310    1916574987    2447154749
1876420    164029    134098    11187721    7471453    1653291216    1772038393
202208    581114    695615    11824876    7901588    2048049317    2466542885
652037    24794    36840    679011    520873    229576718    489675332
5762312    28883    32379    1096106    593812    208110235    357008828
4913169    533465    791044    11835853    5106680    1514850628    967872728
37979    41731    47070    1588832    770543    201489758    277535316
6534369    21840    24961    959074    10316539    286948080    5194139028
90941922    323400    414467    9141232    5330158    1190892241    1190958246
2820148    530626    513942    6598620    5552999    1601643203    2008737383
3950923    27079    31301    1184965    7673616    189728407    3015213348
94020    3868    4624    23208    859378    205145744    975843359
4159656    410830    488262    10454470    6962345    1416369140    1601729272
5767052    228776    240211    13674622    8726362    2079771706    2115787722
3653670    21524    23716    681388    401249    188065187    318884552
70790    63014    71887    9759011    3149119    1510946907    934618558
78134911    294902    394785    10728926    7173319    1354036629    1353766953
877907    177865    142909    9900128    5959911    1753704419    1710737316
700564    135174    154713    10608516    5166322    1828814956    1351614802
2068008    25744    26601    743237    528844    170856865    266528396
1138808    288743    281227    16223779    7579889    3428817268    2438686327
2753501    21308    25154    2166526    393300    437590891    339104621
19571120    298167    306381    8297494    5436867    925170177    882555861
3239993    21973    23061    12311023    8164559    2288930140    3372135818
141543    18542    18807    524454    377349    256628480    524569810
111540    30230    32543    1219133    577524    311596048    593793076
3819093    22640    24822    594826    389794    152679241    352573588
580441    14775    16102    345915    227227    161047757    344993780
759377    7329    7969    125641    88822    194165801    372940123
2301352    765748    845838    12854947    6198900    2972689530    2148088596
7422503    256790    255825    8921522    6569101    2774936868    2476382310
1604362    265915    352313    9091062    5404265    1390765950    1039181522
4933786    100301    110361    14806556    7757352    2397140084    2608193479
674234    7056    8082    134235    7072087    171698461    3392150256
4836459    36138    41706    1005417    1130105    145571631    363691154
1818792    409959    464063    10230037    7119318    1574593327    1927203582
1395926    26938    29164    655384    5649181    197670731    2680328485
2322706    561131    696972    10813106    5878173    1304309348    1188364021
1408431    12306    13143    199166    158658    127578488    243583993
152235    84244    89946    10972505    7299079    2372129598    3607273580
1463490    11951    13517    340465    188765    196278470    347244055
2569834    379319    450575    11220921    6771168    1932082409    2038969072
34321562    309079    300095    7979637    5059067    1330871384    927520223
350545    35689    28872    692441    392211    174426506    321568052
3442334    20614    23737    670615    1624822    152878556    729020954
1968490    13903    14664    270659    255428    224674238    429160655
144667    4481    5217    46161    750415    438949377    812971718
2828457    38417    40765    8703191    6792252    1265192676    1329366644
90422    85617    124931    12639653    6397109    2473734895    1961527465
155330    50895    32779    903148    668458    132628423    271084475
2397596    620771    718965    9746351    6642009    1449450887    1407497726
3484945    357485    364512    10236482    5947054    1179089781    1262545247
518068    27277    30183    871981    550626    294742987    503083958
1410122    29674    31857    962203    550936    205336185    296124774
2195474    390046    439102    9402181    5927788    2181750601    3641671859
3019057    14887    15048    333963    326825    274981777    594297888
4415316    42539    46597    13321450    7733498    4758705986    4850951512
238406    496186    555094    14755222    10903687    3546792309    4090417206
156405    35676    37906    5291597    7419879    1161755656    2768282092
3300742    15760    17375    474852    292724    168153456    337581745
484724    10402    11802    6207022    3904509    932859580    1254829482
479999    6629    7762    129628    1295674    225895278    1062509598
537863    6923    8725    221115    81294    228959101    489993398
2501879    15767    17440    497542    5643674    173919187    1572845299
121923    23833    27482    765432    566128    439710057    876596079
1331936    12042    13009    1011867    640858    203119736    364373185
5373087    258109    245280    8413804    6336627    1106380114    1761178442
3359994    33007    36522    812582    538734    167924313    284395914
2243533    20102    21200    523339    298060    181813910    499369903
939899    15499    17276    398964    237339    151572624    314883197
1633154    124716    145016    19124701    8654425    3384414714    2787409808
49752    4121    5375    552480    351305    224066207    487685851
5642436    249373    308802    8879471    5376453    1682529279    1516639912
1163591    163650    180591    10710607    6322689    1204244961    1249416059
124011    55840    61133    2040580    1140628    545979331    965094096
90205404    291978    399553    8008403    4270194    959522466    732926092
1509326    55929    47033    1425131    707279    164999420    290037185
41957876    191900    230335    5902257    4141836    624872094    401981044
118256686    290546    307599    8690706    6444592    1040122751    1015320200
345944    100066    104378    14309663    13115363    3842230016    6699256956
174813    57125    64138    9388131    916970    1793749082    444359915
947318    9396    12169    13306308    8772145    7588956794    6445994884
1288340    18682    18594    561753    493836    341041282    1065511923
2715808    10080    11473    235801    164499    461811403    1197115746
7578797    27924    30961    3961550    1355220    793139077    1013199318
135218    82645    108254    3032812    1701147    351289037    503437220
1104730    131477    135637    9292067    9933057    4797181739    10867269400
57819218    210819    298501    7862744    4448963    850487580    546832805
1109912    10426    10654    233344    161058    254491877    782174857
3017103    347612    405249    7602110    5215792    1906113069    1848336614
797252    42147    31152    13851616    8064106    2854215528    2832997632
4256481    199503    217259    13905343    7464614    2129900519    1534883037
126784    4166    4455    31544    26853    154681505    325578659
4916432    38503    44473    1042391    539650    141791403    313775423
662117    9253    9718    182293    10202110    320579619    8435074284
19687547    302089    318308    7686561    4722937    913134225    1049204247
3640491    237690    271268    10911310    5543991    1382977462    728702985
8854189    377095    477435    11032033    6974125    1394054680    1274669835
141797792    218344    225959    9375336    5785436    1300978415    1414835664
3846116    319643    264413    10723404    7443522    1424370724    1814610454
8076766    75509    80301    10261821    9057740    2992358566    5104890851
732361    82934    85272    10871012    8517908    3139191842    6100475122
4008239    151456    22156    10591120    6539818    1492855377    1275507452
1776341    13731    14841    401506    192620    287365635    516292467
3249422    20075    22442    570193    357750    217756590    549510752
1532241    13117    15494    391814    180154    217769917    520074172
2103751    127767    145034    10501800    5505475    1624920559    1363698968
838225    151976    147691    18149116    11030029    5846900648    5381902863
2259580    12412    19031    379977    199198    170276250    327735661
937222    56583    59927    5505949    3019238    935629240    906944292
107112    9935    10879    190861    148571    198973562    357402915
2648010    316826    445762    8750997    5908082    1206569277    1224275575
96642    4086    4864    19058    16150    106339308    202000890
3173767    237690    306093    12020646    7369860    1692592172    1557389494
71928183    452427    599194    10318957    6078482    1079239791    890136597
1627700    199015    213546    10842948    7105154    2572546214    1576120234
2837007    45385    20481    540400    329988    205839353    596876001
1612592    149063    178929    10380628    7726330    2306266078    3852428872
1634896    126196    178897    6863699    5154404    1108477101    1139756810
2502788    63779    70397    8132024    5141500    1489819016    1209629668
1707685    22560    25196    490685    307105    129256888    295059964
1529815    9868    9688    195679    7062954    124312598    1117041809
1192497    20709    21824    587165    406460    180250135    405957888
2596009    27275    30235    962008    497224    195480663    273581284
1941739    35067    38944    1081760    649997    244744216    341793873
1818675    23986    31628    445552    226242    244721033    501150574
6370176    279084    351545    12295358    9271495    3108301413    4850703843
4881273    397764    426931    9466105    6283795    1592548887    1688877085
77473    145294    198934    8194930    5470871    1517454098    1586384482
1505523    15457    18059    486373    261625    162741946    220207761
69381751    276191    298498    7755580    5743255    627356529    676196638
2059552    246697    225135    12195656    7179638    2222294611    2047776221
5058754    46478    48942    1570423    805262    314098186    522371813
3964166    537899    559395    10578964    7878338    1541382284    2043652238
15255588    221492    310428    9235583    6757053    1016808526    852980292
1704514    120548    134397    9999187    7636148    1483701452    2127969909
1657227    37483    35615    1106773    857437    419408107    1022424889
5732196    514414    560670    10949071    7133624    2346038113    1937789345
2305587    32729    36585    958190    547546    206812977    434735752
1592058    18346    20734    503068    218927    167414247    324158513
1584734    109035    103634    18325898    1525414    4484760477    829951900
4121340    451892    585976    8669879    6110693    1281941427    1524464908
20639872    221164    245826    7061965    6016943    981457198    1495654163
4803056    31560    31808    939068    7278219    151545105    2620170397
1493920    187142    159138    11850296    5984188    2148563829    2165042132
4045375    188710    195643    14317665    11675547    1748010127    2323715679
143211261    297966    387452    9035254    6354560    1090605471    1226089123
5572370    68230    38895    9381482    6250589    1225497222    1500906771
2870307    92060    91205    15555395    3527382    4668795842    2637192160
6064625    27583    29362    18975903    9980915    3367251401    2975544210
244215    480607    589695    18557564    9341569    2587186314    2337697611
116434    43946    48936    1245312    696763    231467196    331658377
803500    206948    309218    9091427    5212547    1062053088    1151134137
3837730    173863    269267    11118967    7911699    2519053715    3115028364
883438    166862    214136    3981417    2078647    839888647    773640816
14514215    294497    365187    12926726    7132022    1836934148    1564876262
5389003    427349    458531    12671285    9824056    1881173958    2588742252
3509445    100499    114709    10781878    5696754    1776363732    2013311597
7614656    62484    37540    16062080    6929595    2211604679    1381440317
1362560    25906    25417    1474276    8517803    456411603    4836776436
605958    42257    45163    1287608    1725267    227974330    875573773
1207070    11125    12587    1306703    889559    292337907    691958120
1113566    487189    636065    11516886    6399110    1792815929    1737348384
558433    298140    295015    11635998    7496232    2019780659    1973157587
2437147    35972    37615    832620    524662    218946043    468918626
2515106    312478    384617    10643295    5724788    2725522641    2920435736
3785185    41709    29119    967089    687890    444715453    961321960
1735058    13136    14373    571837    12963108    254309316    9354892589
2664531    25736    29597    598011    348044    126440713    300647276
2642771    237310    265350    6240343    4025222    838293655    601871569
87508    170282    224669    3280474    1496805    724320318    737013240
8772963    225266    245780    11955767    7433664    3810081015    3022904172
2110092    15174    16970    458721    287850    298580675    827971033
1495208    284702    321926    8523793    6793748    1789590494    2259546885
255091    279061    343359    14434454    7360482    2218963835    1774322901
3386297    26678    30076    871829    459197    178264339    400579459
7916940    36324    39216    1089835    595889    134407381    216158236
3100963    17830    19683    475895    369613    164434859    318871138
3098334    159553    175271    10968031    6461738    2601017776    3051045717
5149712    37949    40720    950127    614499    133710825    239712332
1247827    260118    357790    10422451    4817613    1239300900    745572451
49582543    200087    205295    7062752    4739071    805065333    710640217
3062387    475265    590788    9279825    4444946    933937514    664809291
314389    36672    39577    1190592    7870331    196581408    3430501414
63805    50729    55687    15658899    10084459    3206714495    3342183493
107362    42674    46517    1199784    736962    212618926    386001643
2829626    94120    128893    15151711    9173804    5821790750    5820378137
3419305    110424    117391    10553291    6673749    1835184850    1986200908
1241810    7500    8241    212978    88912    189271208    345234225
80740    10439    11779    187632    7899937    138134523    4374108069
3298945    100201    107256    11884424    7889389    2136268423    2011684688
25603097    376958    381016    13926058    8512239    2395007248    2269106822
1205367    830877    885312    12332548    9625667    3450357654    4358054712
1676105    50761    53811    2552553    5241749    442671802    1122104927
1679354    565616    657167    11856759    7737902    1894705759    2690892462
152521    197600    7074    9994447    6235549    1915708971    2151003551
2903955    18275    20908    11269151    7025374    1866809660    2367192374
1043059    42426    46301    1130744    8174143    133824181    2665689407
146251    710984    853392    12021970    6340100    1314181604    952353932
15407904    250981    315406    9818702    6340669    1382742216    1421731192
986501    29453    34275    1015453    6951929    172776435    2900534128
727525    135579    154541    12907345    7904930    1921732501    2487135064
907329    83234    90880    18167659    9595056    3924229594    4027760425
6861244    109608    126918    13956316    8099007    2122764116    2216422747
957891    29845    32912    876863    513389    166668565    289938711
1339575    7664    8391    199771    122071    228426118    558939914
219307    5184    5258    52004    28002    212917490    319693962
107851    30638    30523    881088    622931    219638257    452344939
131416    4388    4883    41025    6853860    160302342    3192838792
3695858    439682    498852    8177552    5090232    1209363302    1047898839
2553498    9973    10817    173192    133424    263658751    709079762
2296718    47503    38651    858737    514285    188748162    370731116
3854602    120265    128994    8755896    6136203    1759078483    1921872718
4619137    97039    90335    2142675    1180415    285121400    327647621
3836921    41449    43793    8358348    5994881    1536073142    1502255502
2255967    477867    569952    7636280    5542768    1099667273    1294886546
98479657    301921    368542    9628107    6912799    1241567993    1466525259
2463320    26078    31061    3829669    1084470    523163944    434058216
4028646    164878    185075    8992403    7426375    1598013039    2405465478
7356209    163871    42216    7723268    5396374    1551448079    1336027122
5107742    20948    23535    398700    4441539    143762650    2304792715
2560426    37466    39253    1033628    647037    155415505    265659821
5628640    33979    35977    802662    591625    125546649    265574359
127301    4530    5518    40736    9031869    233788688    5197879756
124047    349975    404734    8451844    5353131    1160995020    1035727671
2034142    16974    18722    513797    284510    308762486    552311918
1462189    9981    12630    1134215    605723    478463791    790297580
2818393    232401    178936    10191925    7697395    1602527170    1558252199
5136219    30299    35763    8047196    4204087    1105177149    875617309
995367    8799    9181    1939926    1170324    497199281    858936678
5540912    42133    45417    1338694    733991    226072130    538596632
158829    56639    61134    9118631    6421736    2479801673    3190027407
2211724    68722    61247    14435310    8509181    2352600844    2813968484
124789    4783    5546    43201    11448260    209932032    4222530713
901007    761096    882577    19475469    10020122    11675408812    9698919456
52892567    222392    286822    8562132    4769741    719241126    560375042
3173516    209473    285063    11684468    9446118    2603160319    8054757249
1812129    52992    44497    1131494    7457207    136817049    2142140951
50642    24437    33271    818591    425852    212281966    495155027
4425089    402658    457189    11249705    6106247    1536691118    1448312300
5700938    162326    190367    8268789    4682436    1491986883    1522367536
235628    4733    5117    50511    28762    218436587    320436914
2135434    45259    17760    433431    311205    428613651    935731444
857423    51248    54903    3058623    1920619    1730272125    2491434176
1298994    9955    11870    286926    176833    241612372    346939076
4242642    28797    52545    894742    492982    140720683    195366139
7616474    37549    40165    1149779    3380130    180748515    1690259951
6196430    37046    40083    978997    569968    150549878    225424544
73790    46210    50438    1371189    906422    468822975    799035641
1686237    11972    13710    281714    183728    201373708    423626278
2017177    232763    305524    9404586    7148377    1551983232    1893755049
3674119    29978    33186    814871    550214    183806867    260400424
675670    8002    8370    186672    95068    307906313    441269799
4797816    256189    329715    9835223    6666831    1538734926    1496928517
71829399    303513    398884    9088619    5794917    1123660129    968203836
1972706    179394    211032    9479212    6644902    1327939954    1468942194
3960245    14854    17135    571584    341326    286144610    468937538
3103568    1404938    1715801    8930787    5813321    1225201071    1108090499
4723868    33230    35578    11086320    6949321    3051482852    3953266401
640929    7049    8923    243394    87748    205705757    320898890
3159603    137888    194710    16465379    8937983    4032179590    4131491576
4336290    32552    34648    9889740    6412846    1845111996    1585430920
4330107    60205    65914    9178416    6879184    1292989668    1391975446
93864    4304    4839    61982    6872902    176340807    2613445988
6287627    389463    415358    11252799    5698953    1329849865    967306633
3582237    44942    46610    1580328    919131    319778426    471520419
3810215    308209    313114    7604914    5469555    1096104798    1211752828
1402922    150402    11334    11685639    9895523    2573462939    2340238207
1137137    69365    78761    3723529    1983277    655239061    803038114
4731353    39586    44964    2043246    1218888    227459460    298429434
145559    4283    5289    46405    62179    521970055    1313152904
120633382    230732    247596    10842541    5739730    1291957528    1060092255
167808    68730    53850    1204662    624469    176615317    247315250
5335108    36392    39871    1192235    6101970    159944913    1503157659
181506    6852    8159    11445802    6602252    1823820000    1512035045
1766291    167917    125400    13516417    9904909    4005742998    3478004639
758893    6917    8529    157530    674547    231664478    360132971
84259    3753    4680    24547    19846    111407797    325648700
4462875    151411    166463    11488509    5645050    1710971903    1316257402
1646727    35459    65200    1057629    656342    226298514    378447515
2772399    167980    219195    9946814    6837902    2403515058    4051687052
5266461    35825    41190    872016    516205    105943576    187687666
6238894    346710    480359    10911869    7119349    1108603572    1486018948
2717083    22498    25103    606934    403844    151611482    303805454
3325856    64022    61991    9218242    7087706    2239760599    1758114821
1286234    200965    274056    6925816    4771039    1046702341    828786203
4176992    292495    268952    10235280    6837744    1477147747    1457485123
2123609    15808    29473    407910    362945    260050846    568631505
152545    37844    42257    1200614    2949264    196262015    1475644837
12372947    369070    462081    9291584    6221998    1078351538    1219311744
2029271    135948    205040    9148141    6947777    1489717771    1799455565
23677226    276162    304771    10035400    5275622    924995564    508011485
555493    82314    87227    14718887    11609839    4884967252    5285983675
651984    104321    114778    13480743    8576455    1628601952    2104811417
3129882    35560    40105    917299    565602    101104044    188484462
4128184    17041    16814    11645576    9753451    3240721700    3490282293
83854509    238754    261222    7417698    6550751    751728821    876410298
4323924    35112    38179    9297050    1367957    1131901231    271068781
2835009    134165    150006    14038408    6921251    3343342284    2263140968
641909    7039    7888    120310    74887    195073166    330762300
53310    143786    167756    9823292    8183949    1944881027    3706568062
133072473    312796    306884    11643208    7624443    1475523126    1294990154
390227    203408    62213    7881054    7010299    1548216899    2582417225
9788500    323624    380834    9203824    8295072    958697244    1559028294
102846    133345    130882    12859965    6518147    3596173184    2106498129
4286162    25698    28867    687683    468713    143596202    281319595
1656933    17783    21448    454186    282338    141203881    309892526
5716668    157158    178647    16488211    10970600    4663510936    7455739179
2691995    15378    16353    451829    325850    423403407    739865413
2206057    12835    13871    340646    205342    167841551    360376055
105401043    337318    360250    10728286    6945702    1395179686    1472720173
69932488    217047    215169    7524521    4326061    966344335    711855227
3943895    788436    1047804    8297818    6230443    1079240918    1181583240
2992791    20423    37912    604213    302691    167083550    301591874
5396829    38846    68923    1020046    600911    136485463    238645377
111250    598839    721028    9654998    5672047    1363540081    1572271336
69805    130001    164926    10472626    6485384    2591871418    2265560750
355737    31527    35825    813150    6889058    189806667    3871519900
144533    39186    44340    12765557    6094508    1958521325    1545676861
2145732    165872    177847    7548380    4319852    1152476835    948365463
139537664    238542    246018    8161424    6372899    821051447    724537912
2428595    411366    416099    12142881    8194460    1913235996    2582629197
6015502    36745    40582    1140323    576042    138925191    189421886
437735    393335    507218    12978830    6880408    2923978538    1832635245
2363258    10168    11472    294551    211898    238927387    332671830
1821201    37429    41252    878524    597905    118740608    210158048
981100    132340    36681    9396309    7927921    2892036420    3401255731
1918350    18060    19293    482888    6839276    109992628    1428765018
1080576    7495    8041    199486    108766    197447062    323332394
4337248    35813    25052    920859    481564    303118490    560680046
154697    4741    4990    51061    30625    225193249    346724561
1805234    12176    14316    331694    209890    158761513    262096590
137797    219623    297348    13709034    7709601    2678853184    1815144566
242025    489258    488887    6984222    4573405    1016537891    815048713
48030377    237902    260830    5412846    4069058    533558245    477078809
164765    4905    5162    54054    29327    134350860    265118787
76011    4472    4909    27165    809964    169250855    899160206
2672995    15210    17210    424585    264066    156688794    246882248
6079567    34316    37194    1051895    611934    178285445    344832211
473024    53687    58295    12821839    990980    2157635825    442849470
5952196    36480    41709    1067597    626401    162168776    259566393
57206    36816    38392    917982    630962    138507635    329244483
7455795    34579    38413    1236747    691977    155322587    237107213
1009483    200428    75365    4792054    8172809    956673018    4204197231
15806978    362306    309147    8009636    4441950    1184688079    945357297

