MSRP-new    MrsP-new    PWLP-new    MSRP-ilp    PWLP-ilp
1190834    11189898    926658    0    0
2134865    1061045    1207184    0    0
1023744    16752144    1236821    0    0
1606769    8949517    889612    0    0
1831088    1043927    1170139    0    0
1475703    9771935    864318    0    0
2179831    16067434    1171671    0    0
1572534    16452456    1084806    0    0
2072014    887312    1336973    0    0
2206401    19007600    982610    0    0
2272317    761356    1322155    0    0
1663998    281549    1158642    0    0
1691336    12433362    831360    0    0
1524757    15059787    967791    0    0
2536749    12948428    1341572    0    0
2369659    471377    1639472    0    0
2823151    60297143    1693124    0    0
2279982    26870012    1228901    0    0
3266935    704127    1455775    0    0
1290474    8531538    696207    0    0
1372485    12789514    915928    0    0
1672174    11459950    999727    0    0
1936606    24030254    1119807    0    0
1638194    12343430    1019400    0    0
1663998    21785785    862785    0    0
1830833    2226585    919249    0    0
1970329    494627    1306314    0    0
1864557    16336720    991552    0    0
1917699    8231083    1060533    0    0
1636150    20678497    1161964    0    0
1541620    29551366    1074586    0    0
3109299    1284343    1485923    0    0
1804006    16133095    971624    0    0
2781251    30217681    1427160    0    0
1521180    19655775    931001    0    0
1283320    7473814    664781    0    0
1712797    87378    1212294    0    0
1623120    13821944    996151    0    0
1735280    25118891    1183935    0    0
1142035    10380765    716646    0    0
1892916    12088453    1516837    0    0
1713818    18733461    838003    0    0
1661699    8843744    827528    0    0
1717140    18824925    1053636    0    0
1054913    143074    790738    0    0
2596788    33475419    1123129    0    0
1358690    11146976    903664    0    0
2576094    1248574    1609069    0    0
1358434    13145920    818331    0    0
1600127    11537873    969580    0    0
1649180    7385926    938410    0    0
1530633    9989867    796614    0    0
1364566    14489281    1084039    0    0
2778441    478275    1629252    0    0
1497676    34747    860997    0    0
1578665    168878    1067688    0    0
1215872    9520023    748838    0    0
1403656    9998298    901620    0    0
1923064    20008860    996917    0    0
1334929    19366051    924869    0    0
2177531    23444163    1153021    0    0
2810632    47521    1576877    0    0
1731448    16340041    998706    0    0
1338761    6435507    675768    0    0
2061795    23880026    1110865    0    0
1397268    10018993    808367    0    0
2316773    34236    1692358    0    0
1827767    23274774    1076630    0    0
2383966    17692344    1362266    0    0
1274378    13101466    884758    0    0
1540342    12784148    1066155    0    0
1671663    60040    1357667    0    0
1859703    10294665    756247    0    0
1582242    15037559    982610    0    0
2571750    49565    1285109    0    0
350275    55696    172966    0    0
812454    5303437    686499    0    0
1934050    300710    1119551    0    0
2746760    961404    1612645    0    0
1676773    160447    1053125    0    0
1911567    8120456    899321    0    0
1053380    18086307    705405    0    0
1404677    9726969    937899    0    0
2432764    3945258    1549029    0    0
3024221    686754    1276933    0    0
2266442    26656678    1109844    0    0
1879887    675001    1370953    0    0
1670385    20585499    1068710    0    0
2102162    679090    1445556    0    0
1479791    1883208    1621587    0    0
2054385    39147781    1110355    0    0
2044166    288702    1113421    0    0
1818824    884758    911839    0    0
2117747    1146122    1427672    0    0
1774880    815010    1049037    0    0
2523974    468566    1651991    0    0
2437619    1663998    1240142    0    0
1750099    25767322    1153532    0    0
1140757    7133503    828550    0    0
1506873    10199112    789461    0    0
1802984    16257518    1016590    0    0
2109571    23760968    1271312    0    0
1835687    11749930    958849    0    0
1888829    17254436    1049804    0    0
2157603    31790982    1525524    0    0
1847439    251146    1590929    0    0
1658377    203369    751137    0    0
3035207    1968286    1516837    0    0
2010441    28396302    1335695    0    0
2569195    22107190    1159663    0    0
2099606    11637770    1180103    0    0
1563336    26466084    1213316    0    0
1146123    7522356    969069    0    0
1730170    22395381    1142290    0    0
2144573    18039297    1229923    0    0
1796087    23804402    1124151    0    0
1462673    14279524    815010    0    0
2259032    145628    1545962    0    0
3229123    521197    2133332    0    0
2160924    22826902    1431503    0    0
1783057    10609172    929213    0    0
1998178    21765602    1236310    0    0
2128733    1338506    1505595    0    0
1478258    15863554    1048782    0    0
2183407    440463    1413875    0    0
1408766    22019046    1232989    0    0
1443256    9734890    896765    0    0
1885507    27688343    951185    0    0
1740900    13420315    1124662    0    0
1060023    7565278    872238    0    0
1648670    14571547    977500    0    0
1855360    12070057    1077397    0    0
2292245    17104464    1068965    0    0
1805284    472144    1204118    0    0
1301716    8324080    702083    0    0
1380406    1879631    1052614    0    0
2270018    575105    1107799    0    0
1204374    6061471    751648    0    0
1243208    37042043    1007392    0    0
2270018    29636    1705388    0    0
1571512    1714585    1082251    0    0
1686993    502802    974690    0    0
2004054    10616837    1001772    0    0
1111887    28780046    1087360    0    0
1380406    12974488    859720    0    0
1971351    16908759    1006626    0    0
2248046    33845878    1423073    0    0
2188517    18535712    1204374    0    0
1550050    8530260    1099368    0    0
1606003    15776177    1214593    0    0
2080445    8879002    1009180    0    0
2575327    203624    1567934    0    0
2120302    10094873    1017867    0    0
1677284    10743815    1031664    0    0
2261587    24574445    1201308    0    0
1396246    8891521    1013780    0    0
2273340    5168794    1064367    0    0
2033435    10043776    993851    0    0
1904158    28643360    1045205    0    0
2484373    1103967    1224302    0    0
2014529    13912132    1375807    0    0
2316517    439696    1637939    0    0
1823679    40426248    1388837    0    0
1136414    9173325    816031    0    0
1683926    13833697    1035496    0    0
2584780    396008    1760573    0    0
1851017    34740855    1584286    0    0
1868134    17432511    1068965    0    0
1867368    8224440    894722    0    0
1883463    632334    1352813    0    0
1853827    21702495    1158897    0    0
1935838    19800637    1153532    0    0
1421540    10925211    784350    0    0
1288941    7116641    641021    0    0
1952701    17254691    1143057    0    0
1676262    16376320    1275145    0    0
1578154    19824653    1087871    0    0
1535999    759824    1216638    0    0
1582753    26036863    1087360    0    0
1986681    39393562    1151232    0    0
2038034    27370514    1169117    0    0
1103200    651752    885269    0    0
1752909    1413364    1040606    0    0
1622865    14090462    1211783    0    0
