MSRP-new    MrsP-new    PWLP-new    MSRP-ilp    PWLP-ilp
412297    1398407    127180    270510446    458665299
674776    3283596    304389    167984544    349139095
847994    1627892    577554    196430234    449906232
482574    610814    207692    246235457    673346558
74014    185145    30580    250854289    426509877
1346501    6911595    814741    175779092    257102908
6698748    1261346    1597765    1045197990    720806877
1263733    831201    776777    295737133    778793501
1516565    2991225    582433    306962952    439747509
980475    5934578    519406    367359712    837122157
194675    778971    118679    183557184    517285605
749384    927923    400440    231892710    453979024
1236905    6617459    715056    278793570    1050766586
1162316    4246448    492564    178315330    364440721
1724049    3171712    1153667    236458015    585430199
731966    3021896    602171    172587663    269069861
1129463    1105505    620247    420786471    794560406
2118946    9515333    948474    250879795    351640475
1208283    733683    644709    181536544    282762337
105701    279911    38122    222992298    529435126
141546    229632    40454    244052800    637499488
2136298    329165    1601755    258383620    739786512
1049499    1263592    576286    216492879    366580103
884106    5060618    485386    247567933    370290599
1215358    2773791    323872    193219502    325142073
623277    3841340    333861    201420531    322639389
1936329    5820766    1083792    213437854    467455122
180399    290614    42213    271299700    855759210
32188332    321043519    19693503    3311718380    3035068184
114529    297913    70491    142926750    379637833
590259    1599655    199259    235619898    313052154
32160277    9230501    35658796    3935150569    8690681284
1155357    990304    937332    206493089    338688037
1634969    245398    966936    201907155    301244619
737556    657407    431791    281396838    570186641
270243    1601771    1954699    175459343    708954269
728258    122130    486746    204517198    502867353
6578246    231668    4251628    710622467    948078170
44770136    5163847    2281037    7381199867    830822776
719619    2187610    424674    207562393    349414682
51587    210938    35573    224052057    567853679
1031798    146260    670802    282312614    914826760
1415057    4815834    678084    287808577    541869981
2891759    2669400    328446    394782906    303885393
829967    2059501    402783    236756473    420297161
57228    232216    33443    258547781    581111473
491612    3143102    288240    305959612    475617070
2115733    10663476    1011827    156274150    205159887
374322    1799200    224256    164711160    294950880
1951587    8778157    863960    224448629    423553548
1305656    1830201    628114    241716784    424171372
1516751    7326206    1108185    190689645    356168366
1116401    4480665    477694    158256954    226780525
29760    27620    768103    243958071    728601184
1175860    923283    112305    250857107    639556537
25684258    8647134    21403345    3430502281    5890665842
226055    346297    91061    335376165    1289536281
161051    706804    154619    237939838    572247177
1146695    1828726    622616    209894114    421154231
252063    68833    249089    447732902    1545897129
547573    737433    212833    233859701    512209536
446935    201540    222140    200532749    344743063
2885165    714382    103848    355535004    215255923
998505    5452360    699014    251110132    618748101
20967790    1898775    3885682    5155419134    1599557003
94895    301143    38452    235332057    357980025
4190506    98268    1827888    527947421    825524957
984381    5205707    457497    342817532    573219808
1642083    6857127    616081    227623630    261053576
155434    724207    93208    236908188    732666804
3958458    302852    490036    659004926    419723009
29679    73912    13758    232775554    525768735
2188919    2102002    418505    261382363    521348148
577166    108338    217041    208404469    357193836
752864    142751    400156    214583612    364974146
1179728    92345    797399    253370381    833593276
1817468    3672767    2163633    251556022    1241970059
151819    297700    40107    346269744    730363124
1335821    4209447    770073    207755421    456515787
251879    1131024    3138694    296329851    763193958
1085939    371286    48454    216210560    435526279
252529    803843    99310    331680128    1264128634
824056    1267357    370016    232114070    384588870
897254    4117161    483536    255013313    713359830
1349722    7486253    716570    242579749    519969574
103946    247672    36142    226353496    475812125
918227    4489451    451231    203995301    253654051
366992    771584    153335    256582954    679578300
242177    476709    2455044    186024793    772359134
1539140    8505185    775887    253829671    553900055
932008    3693715    541881    369187432    892656936
1603660    5688367    862613    265352500    678860924
596913    1139444    158377    323953809    580437147
384562    1537672    212789    208008464    531263253
549048    2899019    324885    190162069    428618840
605845    1003917    356510    179827076    273002111
519734    2376575    269859    234724702    732133250
13179743    936369    2792280    1261548986    1056097308
1416934    5166583    739672    182001587    459921697
43582    79033    18845    216144772    674562292
2733711    244869    1431077    460734654    671101397
1359747    2230100    739500    203744463    420821561
2044785    2793039    1627919    257939782    632862995
1214222    1166638    622796    256325184    519989933
6840194    7652138    2043382    465128600    859466392
61941    184120    31843    163806553    329976408
57130    186941    27582    252583911    528644367
929206    5598407    668540    200269755    309087406
944487    5138365    463361    300166599    500784799
510711    2199360    230908    175326449    300893687
14112679    11219937    1699107    1406443792    528038265
1285160    1447615    772024    266197681    594406942
1373073    2933000    693500    300933279    463751940
1963624    3303625    3856097    215604976    926850470
89439    271315    68845    347126670    980817241
41045    85157    15460    509755820    1331521288
1602945    2869844    780593    173847931    352342321
864610    198856    457706    299741690    401262176
1328439    13053736    844375    231506412    369434455
257997    1175675    164387    285247031    398588527
1206336    5280739    637031    223093811    450475979
595855    2719583    278583    286839855    482291409
1203173    5966475    504077    391820893    832826558
43734791    2112400    2040375    4692294953    644988527
983581    4772023    1703019    137371391    394749231
832201    136395    569617    216400001    448931212
2192176    3470421    374174    279615980    472418040
4065507    6648431    2145378    356488780    511842529
2380852    1909997    1267391    187588277    340440127
69099    157001    31630    219134786    773771398
1439012    2429576    786689    301195251    550724921
28557335    19011231    9894266    2755991217    2023892985
281895    1767735    175865    259237430    571715193
104769    549634    473656    167984596    270426306
613192    1159569    374474    287620612    661812432
8425668    3673302    1728522    818700286    686288453
235238    326526    176421    235691586    446178005
512629    2240899    1962627    212855461    968675293
83392    325131    37808    362856207    820818362
3705841    5234277    416145    520656432    388468434
443590    1152320    191504    188198108    400107726
333671    168205    608148    341467574    683680761
358356    1798513    262265    141638936    266170733
419283    158242    166200    276419253    552452936
141720    461389    73631    186499717    503401825
1314306    6309010    1568904    193805575    704324428
452030    324245    243573    219123773    430685937
24305    45744    87147    215413301    418079002
28935    28301    551416    211629703    427839150
956286    5674802    544691    218742464    383958751
9098776    6847106    4921070    1355127941    1180815228
465462    783572    148908    232633072    660935787
26077    49259    10677    259990654    447368052
122811    141897    24630    238964147    529951190
2204031    1362469    1230820    330021520    488278332
627100    1927201    240933    293657315    682305376
38261    87789    17984    212264524    388184131
259809    914223    123487    141178642    296091022
527345    3671597    279101    355328972    749834657
727243    3209848    451072    318184953    1035222208
142940    261472    37041    376915662    693252517
3210307    3606032    759402    371063617    253143794
19709    32764    100678    227421860    580283748
1287904    5576109    617219    179763605    213034734
1305628    6911225    749208    200829269    285003727
641318    3159327    287624    198595496    355324329
3771572    5158896    1781308    471341529    813067125
63103    103879    17531    308838093    782232757
734261    5793964    521716    201357358    308306588
275249    1114549    147580    378762625    1144915643
624015    105556    221000    273014132    379707515
695679    2889307    319314    197495093    364292456
652422    3516295    379466    293544363    484757990
238538    1635980    163386    186029127    424064578
79769    194375    25069    227667491    486330751
920897    6137300    472952    321593042    507409427
2224153    5810118    975364    209690842    308164076
3170337    1413214    430841    324929253    528097449
90247    294859    35218    251456803    663067911
7749385    751503    2889051    885160844    779589352
189638    359823    101412    196944301    380150890
939160    6346769    572632    228092828    466948418
2068687    5023459    1102639    200220613    330777042
2714388    1215067    353210    361954951    781577628
13450    30013    335208    200975730    358518227
6207880    4802573    1962317    836520319    867157895
299533    1050612    156514    276800696    711490801
1648545    7276257    830586    197275573    436848328
227284    603060    84751    275493035    500740898
356160    2502834    315332    189837961    286900447
189330    618336    128448    301125051    711491368
4678171    1938978    1224732    657695875    530618497
335293    1726263    245572    196010857    689342320
304762    622591    90058    371889417    681629401
6394192    13674271    2070844    833350774    629541484
1035421    7947555    1054826    180732692    308071487
516840    2646800    274613    227380825    735920672
152468    239087    40374    185175954    303750628
2374897    432095    1083437    280782471    440107343
57809    84932    28992    170858538    495601764
5961417    2244711    1126925    721873468    215207929
3058617    1948732    1308631    498049744    308584582
333910    2044751    175268    310738978    1302978114
1285502    7318459    756519    252478777    445408995
734896    3905473    374898    251058895    542336280
50722    118035    25959    182337601    395865949
493647    1849688    214303    238122455    579033671
524815    3312618    329511    222640512    505933191
1330857    381978    622464    425480089    912346851
56328    224405    676967    243813122    571138317
221595    621642    2519452    156316844    694796071
816817    3071526    407483    254270195    465815766
862084    3251364    374688    199023727    359325128
1820623    3369767    913290    226177031    407060320
3583254    3712433    1935357    604512237    839655498
678943    2330696    1401716    240903311    356641279
669912    5106740    413105    300099613    777079621
680115    2554121    280971    176735575    268862120
2689001    276232    48493    235318157    286317726
3047804    3486310    1741631    456927084    344866552
650968    188864    353968    276187512    483391617
44981    217718    32952    260655014    805652488
661764    3335181    389438    180040449    330410984
3670078    612287    1695355    501518210    1028057502
24036    94032    12610    218608170    348331429
1140496    4986338    1851567    149954242    577353739
644640    2376885    469653    251768794    549995319
37489    23937    44188    367236735    680313901
52049    152272    24256    257966355    1094761497
382435    432410    2542511    184600941    1381780723
36331    43049    232372    269593293    767035032
1417622    6189671    775740    170454852    338973711
1553189    6945030    661127    184282190    269894638
70812    165713    26952    277409714    683717315
228600    2037075    1399756    134736907    737648857
1236174    4118990    545657    243811502    347658388
40332524    374039    2668862    4106292890    742604924
568061    162234    281628    287000315    713478588
11347855    10131849    2361494    1598616410    858817605
24911    77312    1004962    241599024    695444357
1027342    5377962    572261    205014352    463781404
118406    291756    57645    209529195    485876370
1151805    893735    518791    219212194    612282417
94106    121323    23843    230511688    411621992
453885    1383445    217704    310433092    885926978
377388    1203263    403731    311878320    871572078
827968    3040484    414191    195900052    306454462
1375653    6557593    665815    318208962    803389942
972999    1075789    271167    243253553    679084400
28110902    10461265    24687181    3213411254    6726414683
1012395    3133992    376083    205738604    478124626
4560739    939999    1221038    533365608    369986108
371129    920408    110973    248933541    815418037
1005423    4397113    579758    218142819    476529490
300703    1176307    1373773    211184395    306250164
33919    43177    10904    177126850    359636770
1252515    4231902    419931    186926189    409794246
29530930    18694466    5415157    2551427304    935355568
1020657    5195459    663203    243735398    522810899
4029975    5041557    1890750    503613090    282181919
1304605    4381679    659295    277424840    670866512
830096    659542    493494    223513586    302892241
312894    316861    86164    285497687    721716019
350038    1083431    128834    269483821    750312631
1300646    258033    723149    232150166    506226188
318815    1385472    156218    318779715    498716427
1061340    2663183    625723    318649139    832707200
557981    533427    317178    232899537    602438348
1041097    5830290    710755    272865842    865489788
1696597    235737    46258    256712580    585445158
924675    4199326    418658    201982242    258730023
208591    976708    153960    249293077    786746000
618349    141970    683885    396521723    892680300
381631    1467573    138069    256202886    693434120
1036724    5118872    540323    409230767    971904080
182279    889783    164046    222277032    560566459
585768    2111830    282521    261085861    392414562
255057    636543    491395    245611221    563048505
433931    2588715    187967    181694348    364322299
1353725    1544332    548744    271398050    535086853
2195720    686298    1134375    187221529    371292528
370005    171846    117834    317558621    744902470
623912    4808518    335870    305934613    761302078
2063324    6355360    2193859    189456547    618243675
581718    1331102    369596    347041866    1222651661
1036498    1068578    495869    180958797    251852584
618627    2690591    261463    258459563    475654403
2152376    1661943    1199168    223977414    444137587
2299919    10240810    1081617    266821149    361886814
1013250    3737016    441722    190862753    493803661
93794    185624    78510    135087296    271652183
1083795    3698806    1063193    215397601    291419502
722325    5561014    436218    190842148    503848123
35937    71033    353225    310306953    518962122
1619593    1242525    754665    223223658    473441805
104373    311350    39763    407660188    1028159921
1951213    8828763    1132087    232074839    477991815
1943084    6449937    906844    152368817    201088332
555659    2028301    167865    225703394    280607373
1859537    10384926    1075912    187092585    286699205
422124    1686745    175431    206789230    522332251
801133    4596042    416482    284184459    856233447
991933    1639843    815159    413259041    1010451146
3915905    159342    971013    359560906    229309237
392694    958356    113348    257008896    707418795
43338    19698    888536    218903207    518100237
927568    5059790    524487    202652971    430665617
229913    9701128    1076944    278638597    473280685
882354    3438121    472744    208332776    321895922
185654    679117    88902    308265824    616691891
141549    260632    38714    357113517    673510878
60047    78953    357125    524473107    1234977145
4697428    10831121    2533322    449732711    878845204
921957    1225480    1207104    187250443    456744807
22639035    626959    10222867    2495231563    2197624511
563616    1700252    220768    245020077    639783214
941639    4978713    474205    318649313    969470752
4043270    3564499    3252084    412454964    834514318
1946617    231018    1109395    211114771    364946189
856709    4234332    497588    200378672    313735935
54627    156108    24677    250988467    539871885
25080317    14735484    2662234    2455372481    427610144
1162849    1853104    629912    298950646    678916198
1060429    3678776    577686    217503771    366459445
2797801    1416553    1429533    250910291    425746701
854515    1798220    515181    236717216    391861454
2734902    1992209    1287679    260474794    420860387
39101    95458    116651    200628404    456973781
1903881    1002565    998467    359696923    929771889
905991    3889591    498289    303372704    761643166
122782    129544    55466    254026643    579838833
665543    3154153    325797    212604237    317100371
3036105    2345238    1607065    297686102    567238801
593462    3454959    366402    231324027    425793706
160034    984016    1137461    165318018    403546423
76982    177825    28047    228370221    610900680
979456    2711008    706343    336582570    414578896
1145289    347350    567496    224193745    429394865
3863830    1213165    2639501    566987270    795129160
950301    4425209    567084    181617587    312809570
784611    3972904    1766768    204154873    759134759
235379    853368    114190    351838113    667527964
538171    1895815    242105    168417795    223653379
1661261    3989327    822626    217136629    357377623
1659068    4392862    688685    195021732    284476650
983041    3985704    449138    222897045    382320802
1298855    3955473    2146889    180798770    1011783524
60112    237975    359709    226089040    412459913
39552411    10494977    2555752    5285825152    847452588
859229    8629322    956880    182683381    377818914
466114    1903956    247006    226494110    465454880
89640    256101    28024    391501586    677357431
6440450    4273128    1451432    719563411    632026861
85913    209656    34006    392704893    1044668442
17419    27506    225964    301885792    709448000
307634    882617    115965    187349473    228954412
369384    751304    258688    310775192    1018898245
1171254    7409711    578720    290510965    490088843
77224    79974    49143    243820842    543263755
1580989    166415    26358    328821724    675915322
753470    3224405    701464    269406088    633654771
5553024    3218407    1634482    980821569    759968044
746237    737689    236056    181485320    261329288
391237    2965800    226655    168441486    391337006
364697    1433266    407218    287558597    710140202
1908405    5305437    1038758    205386609    383120257
2868092    53938464    10979838    260162916    2758801451
822820    4347757    397427    266127363    546117680
388581    2546329    201638    327340326    670723494
3029225    5316350    1735128    427613137    630353854
1102265    12239286    1117776    210925655    241329573
540078    2672994    271451    282534202    877016391
200867    482237    174376    235496839    373592687
1480479    6126611    743037    262564971    699534935
2198379    4589733    1046427    253378532    419928479
1169135    4819803    573091    200106462    513751404
732393    3160866    411866    209322796    432623000
1340374    5681677    601423    232486810    433837471
670226    2400819    363924    171437217    449690672
738639    1561151    405113    355605171    664859304
2483152    13103442    1034043    213264180    246416501
719059    2863000    266346    472459628    1108910518
1286563    2704160    530364    264545829    468998124
2786914    285500    1527177    602518394    959481149
641288    2767484    313804    192371649    224633304
3111465    5637628    1840523    337988770    443605198
5941194    1628468    2949774    508255423    581662883
451725    2464937    283415    203667098    512862944
1481591    484864    565935    312793728    379197805
5035133    748667    1359723    579522719    436718769
5467811    3860487    1558545    597901651    441753728
260153    733402    132114    251651351    462207029
137923    282043    40167    276733079    528642549
7131306    17639675    2368801    756622218    593345040
936615    3011176    456720    284881362    1180441767
826352    2836394    422106    208238585    446207276
794787    2987090    336330    217700740    660683988
488063    1980885    225417    226183912    402927180
1067411    5765409    616742    156142327    278382032
1404446    6146909    804754    220902880    355854050
1220227    6179394    617570    189452299    411406397
351350    243058    748505    188746517    390109106
1652518    8126568    977122    206665545    441897869
343861    1434538    121810    264614789    415520610
770632    4769650    465129    361128838    764100293
352594    1449393    218924    179211022    321300572
24871    43409    856148    176552608    331558330
889212    4374713    2230052    206291220    770383711
933583    186709    455886    275188940    542767385
675111    2901511    357842    162314491    199813662
933148    4697243    511164    204735214    581632195
1285031    3663077    504930    239299227    514795122
1988890    2189235    1001715    195232595    272680013
2416657    2662726    1460146    344778017    594302511
213585    602409    77522    226852175    460837451
955316    2828438    987098    201627920    502420061
2189652    6314846    893340    305825919    571845575
42421    174627    24333    252475628    445167150
25989386    16104048    16129048    3762572431    5987482424
1120807    1598563    609798    157896176    261295483
2252539    354966    2180901    303911177    371161650
117657    265320    35770    251768804    505938272
653681    3679003    390181    220853802    507781639
1759088    45821    149953    250030545    567907915
548003    993513    212879    225303866    336435802
2318737    246044    1498549    246629533    1406280177
540468    284117    512580    217611915    438005449
2373933    6679650    1274446    266389763    553950180
64103    168194    34090    203273821    441082331
1116325    337796    547710    337695493    1048089713
63625    273415    30372    273948425    418994954
648228    3167552    338902    257959717    487046707
1365429    3862626    571942    292122849    435879364
2504203    879167    1253120    292310415    590214190
54370    182884    26341    178218396    468724357
1768294    2999173    1051260    173718597    395451792
261866    421187    200919    272125068    468470882
908371    5086688    428682    225972759    413772878
298386    239894    158049    213839823    408908288
9039645    1448422    3546502    1131542008    1291285473
1199437    5917853    555109    263845056    472894121
121800    197279    25672    350901634    802869196
2435730    283033    1140692    285985358    475889400
25954    32925    86232    271734977    854342546
34373497    28457514    3960124    3405558670    707175563
4337398    2779885    597124    770900870    433742657
2173722    3535810    1003952    266019390    701287556
463289    1217655    297512    364581142    462106609
2528050    4266161    1419422    265746583    616863147
2086139    4062244    1313725    190929567    635104441
262358    915578    122979    170983932    506281503
186239    1061306    124473    354010481    1037954310
828138    795909    399706    238630110    453037720
309095    1047553    141541    215283663    647834521
187845    551089    113941    212156758    629118197
1406644    5003856    831823    213856151    271078033
268287    1898635    159975    330720969    682219107
647272    5068520    398422    305169748    682845976
94617    248666    29666    377183454    812809512
392460    299056    37668    198916029    537067942
476742    262844    131815    279297408    500393942
2209460    1351666    1023288    249426140    356467098
65251    101298    19066    485015912    1467692024
1597671    1183673    752713    301157061    470069883
4518323    11547063    2960412    499802034    715250822
2526464    4102627    1343826    205758403    407888425
104764    319398    40803    319422853    615516410
84985    396727    66250    245534050    556286520
494813    1342051    284631    300406610    796729142
79582    199677    26550    235938071    576853840
195897    709907    119631    224281349    585080066
525735    814751    268692    325846588    904234487
496217    1744735    291274    150012960    354791099
1775944    1842794    2339973    299296953    1700692103
2115952    1109251    2056193    189866437    406552755
39246    117590    21183    175650567    313043824
548589    2048440    200442    263844960    400502061
4548277    8411984    2316904    633351148    422065305
122607    313048    57284    202272611    500612601
1085203    234616    35291    466747654    990923784
785048    814951    332793    250144666    505407585
376923    1519324    188384    213277121    454566603
1191858    8305844    1933999    224674507    816624073
1619432    157342    802883    235266605    735821917
3552712    1500030    1653851    457572328    253831806
1334470    872869    143852    233043016    585871016
2672651    12522726    1369623    279272717    554872415
1645557    2417302    820836    247259645    462455338
471813    2738121    279154    292372598    793433467
2644567    455102    1341896    275482302    625420658
162282    941104    101631    171480006    238782898
598172    2132194    268297    172349485    298274938
233273    723130    89720    301094253    765237814
277839    1073237    100362    217583357    283688296
172316    441562    60079    298249864    516344128
3143220    2446765    185214    298085872    519705176
74205    96405    18524    296340021    674743961
1494976    2212004    813187    196820745    503181936
940717    114393    382737    221350331    434070630
499112    32160    214782    315792620    537532577
1927878    849024    1018275    239758280    587721302
351510    1464053    167846    270767943    305102578
326267    1158230    147892    273217045    1000415615
1864440    97879    1086781    244337801    826802531
451099    1456816    276406    151816264    341563598
1150310    1126573    564515    253454651    455924553
2166183    744429    558420    221927632    521739129
514433    1567777    157149    278036529    492533333
61941    153622    28987    148884631    272004302
874665    4012121    991191    187705179    316308243
243289    1053497    109922    267257705    515521196
1592543    1360288    802762    320015392    666811382
1730006    242925    38444    299565824    723373121
1503274    3395777    777783    207695661    563063519
29968    30065    1282219    218223564    348920814
720275    540186    321089    355145578    928206225
822574    66113    371309    189830081    328885855
23590    65798    12647    237008276    622294892
587665    1306164    363171    238553617    375381962
3238115    3054634    1779959    515204746    812528284
378237    2629768    270365    213953803    373276745
891659    4959369    453367    296872587    668618150
216244    746114    96417    201411270    487239543
1855150    81085    902992    281790123    743769505
636404    2685005    297979    237891941    435615447
930251    1314467    340964    285898183    647653441
315423    911411    241630    132605361    321718500
5824649    2392817    1582980    759657682    618182618
2310630    9719006    13995904    222306365    4226153118
2700965    2686860    1448133    433457677    644016001
886186    2913963    477672    279888525    1035239438
367847    1535761    197966    227081582    508284075
1813188    5027314    908163    228330757    503061843
60863    124784    23620    126758445    250770557
1454959    4327339    934880    129451389    203837158
271074    2000148    200125    203369646    416743507
107960    161323    21963    280414876    359337830
1742354    3955510    1026815    214942602    506766939
167656    1363629    858893    160070367    358613699
863488    4174846    435163    256576605    563067666
1108729    203463    564718    222112174    423103302
66383    106740    19224    201504907    540040763
4769903    253422    2486109    585066348    383189647
556176    2748541    280217    160622214    277466945
471235    1328278    263144    235199263    578959831
101054    210502    44163    154568785    230284193
306356    2637543    255709    252992119    372790442
624194    3781254    314034    309333994    761876471
480467    1101214    155991    270949696    497536176
368491    1125788    146870    360027180    641075226
334236    289338    1413547    301875705    607005382
524718    1733348    218348    242298949    358404719
103143    199202    40585    311412143    960654569
679252    358035    268791    358677988    846888736
2250735    4314183    969618    267182588    503622037
1765680    5646428    4332782    171850020    2155885429
878497    2557024    461660    306900557    527892975
307617    911972    101085    217024834    325883855
26191529    236123592    16319308    2499147279    2554583047
2279702    13499305    4105003    175972657    894228026
2104894    379097    1215696    355894209    1346210161
226813    1588289    148542    301595882    693591195
599101    3255284    319819    247496611    575304916
2532901    2593537    1462895    295859959    653677859
808159    3042782    371920    212187303    536452184
512527    2276410    474149    263610439    520662259
172259    818975    122014    313180967    704742698
1384440    7389780    684937    329030918    478854565
1105657    177635    40307    381775394    618007117
729194    3399149    404579    237115262    465600226
1137234    5688445    601794    265799548    604140062
599620    2870585    1966480    241869776    866182296
92561    275329    32345    304438960    715439645
100837    131752    23500    282152985    758742809
1560365    6510127    1248717    209947498    395384829
1539748    3617711    654182    246917584    344579995
1230191    2288968    1503837    162505034    619730971
263441    881371    1417569    223546029    713887020
9714356    7713384    2166692    870909109    509862797
123836    334905    38179    248109914    842362909
34718    64864    13674    278648914    698056364
77349    129296    17363    349980273    990689391
3630423    7072713    2224220    514858347    381980551
437445    1487587    201442    206665264    347238149
403845    838226    136998    208582227    481270005
243109    751893    78282    196021091    395589445
62566    95795    20306    213316362    652387959
4053739    5755598    1226973    818837133    863003409
222699    1940312    512498    305491116    705259408
167590    676373    100632    333346209    797948459
1294717    2127595    609208    240529377    538529614
105944    228134    33581    210929969    434825000
105239    1189380    95995    369074202    1845528337
1652014    6407664    1064078    162215051    390561414
343830    244978    142591    225809601    443055621
528594    3015393    271035    360666444    1017615192
1705072    8667728    842657    286298648    492003086
1307844    4362544    768040    213342159    570273843
2623015    14978775    1288335    255069528    481495440
574311    2288365    226787    294495606    405696243
5655156    6127281    3058919    735923748    1155626047
717953    2896542    337097    425857262    1110972346
358368    2155465    207877    186221219    324226405
501215    5271109    369455    252408396    598125349
90068    210811    36046    160819843    463890923
2060412    5594669    993962    251808644    518577282
928356    5364700    3999633    217428401    1432595995
1064578    3746630    2764416    281135133    708614721
7653498    5093921    1836445    947430844    513352384
580634    3220958    748911    239033660    515490082
408037    1831312    176962    254717054    746349254
2694926    291487    1295016    211084037    633008246
861887    949424    381647    304530113    437021270
2221181    12807937    1156319    204678414    303080334
1450679    6898661    807154    204158706    576763529
1515793    56874    760783    247958464    686492777
1490601    6131055    567965    295124867    494965423
774960    46776    392764    229220472    654095879
148611    701545    94493    182112198    379809091
435663    1674279    617226    195181912    489818263
984467    224310    473896    283065437    713250825
250747    1130170    579869    259861237    572146914
879858    224801    574759    279931180    532398190
1901361    5375095    808993    285708995    547406457
1334082    7423391    657918    292213938    520192907
119557    211284    30725    214954310    554437516
231125    314269    44350    250887916    621500754
1193484    1982776    673313    478224934    1215242589
45753    235875    29379    339779225    839169249
94657    283522    38686    295061677    514086943
992053    83951    1266256    219334644    319301427
2395732    11139936    2740790    313683329    997766028
1621605    6031527    814291    164929127    295784320
1328953    5913163    670435    221971371    444039279
313603    6889434    1553843    323860070    972698193
409958    1920276    192598    278982362    678391064
395274    549526    208979    322828161    818335427
1508770    8174371    824036    235456339    555011113
124515    201843    29955    364383584    888566714
60313    79035    410864    216276003    515836711
1499232    6559077    735776    242457577    420632745
1166032    5838303    513655    221896517    327509093
386819    1392516    118766    334054807    813082963
854562    5729963    1937976    191881739    437790177
60593    227101    32137    331520075    566422424
1927832    2600210    1144203    145650170    290807727
1174809    5571360    569157    185348861    385729740
