MSRP-new    MrsP-new    PWLP-new    MSRP-ilp    PWLP-ilp
197620    1192897    181521    21114556    12242254
156506    6375078    134651    69001209    51480362
181014    1544152    103891    37231283    25769394
182922    1106474    107218    22036882    7946495
168049    1908474    158084    40273079    32359414
209540    5392952    122345    23773395    16430389
151910    1515459    187101    17703322    18019970
225850    2975115    182625    40787651    42429756
91772    4815486    137860    14647982    12466499
160835    5622386    125301    55467544    31604061
187205    914831    129561    19022372    9068544
221228    1335956    111766    18587664    13185012
137555    835991    107299    11268430    6792275
196472    742798    105321    15808358    6380148
216982    671767    147943    28785101    23358678
191067    2656267    149519    25209841    22955895
142788    547460    108636    15101736    7235008
188535    1720676    143336    28351691    18120182
148624    1991367    123358    32813723    23637676
200694    1315258    123743    22373819    12418840
214641    3498976    234872    59873794    50648363
194925    1694966    196377    33096600    27251586
177460    1488791    145240    21375015    14571926
253745    6426745    167597    201879668    131773364
236084    825882    106295    14943910    11619522
249940    3342565    237405    75232175    81216847
159755    607419    109081    14232803    4590961
166467    851923    133267    14928602    17997327
198259    3189748    175575    63617819    53026236
305759    2664756    224524    73078458    44498851
192972    2655904    212902    33265586    22295153
185265    4922876    168619    100128801    60315631
119625    1754646    120375    19987930    15942109
158006    1331703    176595    13904599    11591101
188926    3701003    246766    41108102    49753502
142349    941068    131219    15132064    13733868
266906    1986276    169008    31595281    18662164
206503    3124140    176704    53514164    68391758
259145    1754606    180048    34048594    16336860
144689    389151    89823    13033800    4187496
199298    1854354    229206    83737563    65335591
230843    5127866    201855    101859712    95100861
214511    3438565    236949    98441633    84909860
114245    1233263    86458    15155368    9950747
314714    13907233    413222    203827393    322668646
193331    2930294    198400    22389573    18758657
149238    2981114    206517    73042917    61023857
174408    8000668    195424    77737202    66011822
144257    625188    99840    12932458    6704136
164587    2110311    146246    107559170    52157508
178478    1864466    135221    25707046    18048005
108016    597725    129848    11234029    8715697
224009    3563598    205816    39833788    33655549
182168    304349    94497    15104097    7433937
324895    6378736    256907    98011995    76356219
214912    930511    166458    21636634    10697948
171350    4103353    125660    87047736    57262428
242045    2528720    271033    53105163    63055570
150001    1192304    93521    15320957    10049401
194982    1031309    138381    21010640    11274738
285176    9326885    252024    180310837    156612761
253010    1649471    198899    30255335    18130227
300044    1654069    151779    28437115    11521813
132075    5846444    214111    54610029    53348263
167546    5693750    204397    54691051    39579260
264466    1855240    161361    30274767    16437230
169764    1253572    119553    31542060    20074837
123875    3387945    168963    47027884    32321795
239171    1450465    148565    36851878    26596089
217532    1428649    203277    30366884    33431667
267597    2721549    238526    41915963    46777893
176073    6364553    120505    66376425    35947307
243187    3612381    149381    105655886    89407368
179432    1390407    158662    23212554    17791735
169334    821250    184035    18796243    11581223
240441    1639670    171064    24647652    13976139
190226    730220    120904    11980741    7000829
157007    1600992    116147    18026318    14325196
215563    1066388    139353    22128704    15496962
149883    870928    93577    13362819    8348270
162915    1333654    171113    25697134    23731452
183718    1302888    139034    19677714    13598999
225033    3446691    148084    43938474    29506135
183132    3828533    168888    28266510    21793135
114252    2031237    151743    33182202    20800052
147095    1069256    131988    15493495    10396434
111546    840150    109261    14798864    11525633
168757    6538373    222069    68668842    48169962
170180    854012    150816    14189158    8181370
121262    1987065    154453    30997150    25918565
240859    2971628    182816    30694810    22820563
133672    1148139    112053    16497351    11406597
257682    3005203    182245    34953309    33419244
177896    1082449    149809    28491551    16417947
179170    696418    104479    13537164    6874134
157837    1276332    136034    30287899    17078669
161734    421297    91959    11294110    6469664
96632    512247    79590    13954407    5810960
209201    3245991    222966    67735211    37206955
241194    4856445    215912    103607717    90548427
235852    4120771    223819    31425873    26256885
234987    1189482    188098    24095081    16535840
189190    1520272    114370    16616499    9986851
207407    1677988    204477    31558809    26212799
169712    891548    196200    22738643    22003135
127456    2392952    130119    43176009    22298548
209513    3708668    216596    36857368    32300801
213728    2174715    174322    35220135    18108547
179175    1144923    131515    30659231    21055165
228928    3433869    172406    36144165    22420128
79744    592047    106715    19644102    17258915
206219    4274290    166161    40848075    38677006
155229    1256404    110226    19053754    11125054
127770    1176718    132666    15755056    11223275
143357    613387    115290    18613727    12160460
161889    1460575    120423    18474111    12643688
176262    371207    91951    11005982    6463674
305076    4906767    201513    78565805    77589349
256351    1456975    168674    62380831    54786348
188150    3570222    138887    63844157    48357972
142149    644666    140721    22166522    27044939
247697    5470850    173545    95550702    65974768
198958    4539054    144596    50760234    35223252
248914    12344975    259392    217602382    160127590
128976    838741    143441    66859647    80628656
248804    4667706    313271    125136678    192091909
153943    985620    135243    20479925    11581558
209922    3096813    129035    70363083    51890804
144268    450571    101914    14186163    5973117
258099    4137395    167162    246270578    162604248
314366    3597491    227538    59549089    46216915
241614    9778952    244252    97468944    73678457
271767    2754735    198909    30047079    25430137
111378    5382823    126538    80019654    73171979
161595    4615127    219622    150783738    133452234
235730    1568386    161559    28177099    28603939
146483    733902    117495    23340875    21568426
82539    721126    100894    16524320    15827397
156391    479476    84932    10879010    4972321
236068    3870294    165443    73178126    49110289
209398    5361009    230763    62077088    45159587
138328    977065    118301    22387327    12589870
177687    1409476    214153    30975572    22756693
165621    1115608    146023    17900939    11136638
148296    882903    113950    44584052    31470588
113693    1704589    156402    26120515    21948151
133026    6610972    266385    83558079    101523267
211962    2580239    144369    42630883    26478781
241888    1757935    173534    26099103    20401214
129669    2354708    163566    30950695    26355151
108217    512760    100365    14048897    5584646
118196    1363616    154562    37076795    33419104
238356    1236373    152800    19652189    10560976
112833    687857    109422    18055383    11498307
325968    2277396    221691    24485624    11203885
253820    5759418    224584    109372630    110198478
150830    3485111    191574    90041050    81373972
321262    2117348    159736    50561083    25302326
327414    1753218    198001    30642536    23302592
189308    4291503    163738    67501832    44300225
152054    1466929    117846    22812216    16440977
120572    555866    97168    13546444    11203928
122107    2154829    138992    27493258    26160632
175903    2058143    152929    27109264    25191216
140512    661364    151425    17155679    8920119
248124    2182899    182479    36814011    26316689
148770    543772    121521    28391597    19835489
156151    600156    116336    16782769    10338521
337568    1408908    214908    44637710    33911340
203713    1270787    174791    25240553    31923573
229377    1621403    157881    22178423    18877333
259441    3204180    186248    104372431    83253942
166251    443666    92675    13192094    8617547
187612    1487702    146091    28905692    15859747
131880    818743    111326    16493667    10405325
174749    655076    119839    16010641    8184409
208233    1388848    190902    22142641    11306046
233129    2229643    180609    47125067    45491089
143943    848848    117862    18915734    16274625
263106    5284954    217763    88592903    77359787
125812    647097    98852    12770311    7812073
287599    3720273    176074    82950504    63277978
164841    1082523    127642    21060741    6492861
161672    716619    94779    19635950    12596924
189979    1338091    138407    21129069    13591434
96725    411848    77351    9435691    5742847
183139    1106424    184301    13574283    13787099
206484    1448012    144144    26763835    18227103
199767    4446694    159297    40843998    31184638
187361    6506601    160390    57948904    50920487
212375    1068036    120561    17394232    7442832
153426    1722046    199596    51875602    51433807
137858    1865629    124665    31290380    24416039
137356    885375    114455    13265628    8679774
172533    1043071    140949    31331684    23954331
232660    7294182    246568    192093652    211617076
222710    896835    148964    30250742    16984089
159519    1973461    145104    49164032    39352170
210665    1358900    168666    19809023    14685249
191652    1994630    139822    42962772    43939656
114366    638199    112259    16133691    12823205
288774    789108    123667    16529349    8712065
147868    721161    160637    13335287    8834199
160277    1156241    139592    20757284    11244269
147127    776371    125192    45707226    44693872
159008    2100499    125258    33057812    28234544
162463    2915846    162261    40027485    21894259
174797    2871514    110717    32334169    25167655
128210    2077317    217396    24282642    29056033
231895    2686395    206440    51495536    38257303
158479    755552    141259    23079901    19039997
122839    1346801    112202    13678302    11243999
147947    1395149    135326    31169325    13146620
241538    3334400    243749    66007536    48761339
174571    6424511    224853    91410704    81975018
221538    1063970    141309    19437048    11634583
122522    515722    93113    11917852    8095690
154638    804755    106925    15822989    11236490
155556    1974836    125439    29635281    25184367
186572    1239173    143455    32070008    26492527
234781    2371821    140701    24608428    13426487
157204    1267329    197042    16435278    14696218
270678    3350499    289446    37171877    38105699
156216    2878586    147928    39030851    23259067
224031    2684592    219181    70258391    69701738
281105    4350666    189883    51084688    43962544
160461    1388827    99430    27160802    12425724
124367    1589807    147131    23387226    14657957
207824    1080102    140644    20042095    13266116
213476    1444227    199076    62804731    51301339
183772    1471465    180402    25957187    12086750
269798    3612566    199472    80101637    41891414
262267    13727752    372852    179259067    241670876
347338    6270703    260769    89476939    64518294
197412    1995114    149956    28970978    29039307
297455    1042165    167751    24553768    15066821
164078    1205783    119177    20789000    10846175
151652    676037    158849    16071198    13432512
125410    555847    94047    11337810    6738743
151461    1147022    113312    18540452    11621716
142837    931707    154168    27016957    19542745
155223    651148    119291    14829518    9013361
230159    911268    118003    17970605    9608067
175497    5866790    225101    230496348    259637476
183700    357386    89761    14010181    6371671
283041    1715174    168119    22820640    17221922
141025    600598    113734    14921844    9567047
209310    2779313    148809    68450734    44803211
162495    569927    126971    20169390    15359783
147085    1802131    120233    43421577    29248546
180721    5627739    207295    61641815    53021105
231402    2444094    207823    40109798    35327155
223294    842722    112205    19438014    7985700
168223    1386352    127648    16233618    12650328
175481    3923377    235518    49942031    44367443
151609    1130537    108516    13831735    5672464
200373    686206    113345    17077568    8679830
164202    980286    181269    15866741    11028509
141288    805866    96896    13577815    9381771
224340    974471    119384    15578634    10155549
145788    1225739    153209    24273320    12796967
